start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual
2025-05-22 00:00:00,2025-05-22 01:00:00,1316805,1130390,2025-05-24 00:00:00,2025-05-24 01:00:00,781140,483595,2025-05-23 00:00:00,2025-05-23 01:00:00,2116938,1813490,2025-05-25 00:00:00,2025-05-25 01:00:00,3329640,3320776,2025-05-26 00:00:00,2025-05-26 01:00:00,706695,798357,2025-06-15 00:00:00,2025-06-15 01:00:00,1581317,1153199,2025-05-29 00:00:00,2025-05-29 01:00:00,142402.0,123790.0,2025-06-01 00:00:00,2025-06-01 01:00:00,137516,157370,2025-06-02 00:00:00,2025-06-02 01:00:00,1616858,1422115,2025-06-03 00:00:00,2025-06-03 01:00:00,107018,45611,2025-06-04 00:00:00,2025-06-04 01:00:00,2745618,2430214,2025-06-07 00:00:00,2025-06-07 01:00:00,939144.0,944894.0,2025-06-10 00:00:00,2025-06-10 01:00:00,1059512,946733,2025-05-21 00:00:00,2025-05-21 01:00:00,624287,348760,2025-05-27 00:00:00,2025-05-27 01:00:00,3949882,3849398
2025-05-22 01:00:00,2025-05-22 02:00:00,1200499,1146137,2025-05-24 01:00:00,2025-05-24 02:00:00,983508,563465,2025-05-23 01:00:00,2025-05-23 02:00:00,2162242,1584818,2025-05-25 01:00:00,2025-05-25 02:00:00,3633865,3578248,2025-05-26 01:00:00,2025-05-26 02:00:00,765871,833081,2025-06-15 01:00:00,2025-06-15 02:00:00,1192318,890651,2025-05-29 01:00:00,2025-05-29 02:00:00,127346.0,75097.0,2025-06-01 01:00:00,2025-06-01 02:00:00,447620,291214,2025-06-02 01:00:00,2025-06-02 02:00:00,1666506,1329975,2025-06-03 01:00:00,2025-06-03 02:00:00,250198,159655,2025-06-04 01:00:00,2025-06-04 02:00:00,2644905,2239564,2025-06-07 01:00:00,2025-06-07 02:00:00,1091370.0,956960.0,2025-06-10 01:00:00,2025-06-10 02:00:00,1398103,1206863,2025-05-21 01:00:00,2025-05-21 02:00:00,610207,307336,2025-05-27 01:00:00,2025-05-27 02:00:00,4336932,4038781
2025-05-22 02:00:00,2025-05-22 03:00:00,1421804,1238411,2025-05-24 02:00:00,2025-05-24 03:00:00,1117746,620692,2025-05-23 02:00:00,2025-05-23 03:00:00,2229886,1759382,2025-05-25 02:00:00,2025-05-25 03:00:00,3891435,3792759,2025-05-26 02:00:00,2025-05-26 03:00:00,1049558,866838,2025-06-15 02:00:00,2025-06-15 03:00:00,1030681,889110,2025-05-29 02:00:00,2025-05-29 03:00:00,106016.0,65068.0,2025-06-01 02:00:00,2025-06-01 03:00:00,914173,762333,2025-06-02 02:00:00,2025-06-02 03:00:00,1566066,1294845,2025-06-03 02:00:00,2025-06-03 03:00:00,348499,285133,2025-06-04 02:00:00,2025-06-04 03:00:00,2602091,2140267,2025-06-07 02:00:00,2025-06-07 03:00:00,1256067.0,1041162.0,2025-06-10 02:00:00,2025-06-10 03:00:00,1519498,1484823,2025-05-21 02:00:00,2025-05-21 03:00:00,576142,286753,2025-05-27 02:00:00,2025-05-27 03:00:00,4550113,4577918
2025-05-22 03:00:00,2025-05-22 04:00:00,1843606,1487647,2025-05-24 03:00:00,2025-05-24 04:00:00,1359812,871340,2025-05-23 03:00:00,2025-05-23 04:00:00,2379834,1871476,2025-05-25 03:00:00,2025-05-25 04:00:00,4005583,3935895,2025-05-26 03:00:00,2025-05-26 04:00:00,1233351,1193115,2025-06-15 03:00:00,2025-06-15 04:00:00,973472,771858,2025-05-29 03:00:00,2025-05-29 04:00:00,61738.0,37980.0,2025-06-01 03:00:00,2025-06-01 04:00:00,1191758,1045963,2025-06-02 03:00:00,2025-06-02 04:00:00,1425893,1201823,2025-06-03 03:00:00,2025-06-03 04:00:00,558449,475033,2025-06-04 03:00:00,2025-06-04 04:00:00,2439490,2099777,2025-06-07 03:00:00,2025-06-07 04:00:00,1284769.0,1064773.0,2025-06-10 03:00:00,2025-06-10 04:00:00,1766774,1954201,2025-05-21 03:00:00,2025-05-21 04:00:00,633738,323862,2025-05-27 03:00:00,2025-05-27 04:00:00,4921569,4978053
2025-05-22 04:00:00,2025-05-22 05:00:00,2235308,1826645,2025-05-24 04:00:00,2025-05-24 05:00:00,1637867,1140265,2025-05-23 04:00:00,2025-05-23 05:00:00,2493486,1855308,2025-05-25 04:00:00,2025-05-25 05:00:00,4113233,3887838,2025-05-26 04:00:00,2025-05-26 05:00:00,1305005,1355495,2025-06-15 04:00:00,2025-06-15 05:00:00,952684,775886,2025-05-29 04:00:00,2025-05-29 05:00:00,46488.0,15563.0,2025-06-01 04:00:00,2025-06-01 05:00:00,1532659,1133135,2025-06-02 04:00:00,2025-06-02 05:00:00,1291146,1104052,2025-06-03 04:00:00,2025-06-03 05:00:00,890272,782881,2025-06-04 04:00:00,2025-06-04 05:00:00,2278203,1909734,2025-06-07 04:00:00,2025-06-07 05:00:00,1421182.0,972833.0,2025-06-10 04:00:00,2025-06-10 05:00:00,2097955,2317872,2025-05-21 04:00:00,2025-05-21 05:00:00,771879,481095,2025-05-27 04:00:00,2025-05-27 05:00:00,5296038,5402782
2025-05-22 05:00:00,2025-05-22 06:00:00,2500117,2206644,2025-05-24 05:00:00,2025-05-24 06:00:00,1995805,1366479,2025-05-23 05:00:00,2025-05-23 06:00:00,2568135,2199715,2025-05-25 05:00:00,2025-05-25 06:00:00,4270906,4023529,2025-05-26 05:00:00,2025-05-26 06:00:00,1298768,1331140,2025-06-15 05:00:00,2025-06-15 06:00:00,1003961,859915,2025-05-29 05:00:00,2025-05-29 06:00:00,51303.0,21729.0,2025-06-01 05:00:00,2025-06-01 06:00:00,1594643,1230480,2025-06-02 05:00:00,2025-06-02 06:00:00,1224933,901872,2025-06-03 05:00:00,2025-06-03 06:00:00,1150745,1128117,2025-06-04 05:00:00,2025-06-04 06:00:00,2297713,1995201,2025-06-07 05:00:00,2025-06-07 06:00:00,1523823.0,1042203.0,2025-06-10 05:00:00,2025-06-10 06:00:00,2575362,2739749,2025-05-21 05:00:00,2025-05-21 06:00:00,882374,651954,2025-05-27 05:00:00,2025-05-27 06:00:00,5492089,5726192
2025-05-22 06:00:00,2025-05-22 07:00:00,2564159,2126951,2025-05-24 06:00:00,2025-05-24 07:00:00,2372412,1637243,2025-05-23 06:00:00,2025-05-23 07:00:00,2732650,2239598,2025-05-25 06:00:00,2025-05-25 07:00:00,4513162,4069821,2025-05-26 06:00:00,2025-05-26 07:00:00,1414405,1114752,2025-06-15 06:00:00,2025-06-15 07:00:00,996730,757478,2025-05-29 06:00:00,2025-05-29 07:00:00,96396.0,63361.0,2025-06-01 06:00:00,2025-06-01 07:00:00,1664724,1601500,2025-06-02 06:00:00,2025-06-02 07:00:00,1157461,769107,2025-06-03 06:00:00,2025-06-03 07:00:00,1446307,1416990,2025-06-04 06:00:00,2025-06-04 07:00:00,2192940,1868573,2025-06-07 06:00:00,2025-06-07 07:00:00,1618414.0,1065794.0,2025-06-10 06:00:00,2025-06-10 07:00:00,3051206,3242884,2025-05-21 06:00:00,2025-05-21 07:00:00,1005920,839921,2025-05-27 06:00:00,2025-05-27 07:00:00,5711471,5842733
2025-05-22 07:00:00,2025-05-22 08:00:00,2836042,2305170,2025-05-24 07:00:00,2025-05-24 08:00:00,2724980,2368803,2025-05-23 07:00:00,2025-05-23 08:00:00,2947721,2499805,2025-05-25 07:00:00,2025-05-25 08:00:00,4895276,4649672,2025-05-26 07:00:00,2025-05-26 08:00:00,1648610,1361211,2025-06-15 07:00:00,2025-06-15 08:00:00,983170,936577,2025-05-29 07:00:00,2025-05-29 08:00:00,182716.0,182337.0,2025-06-01 07:00:00,2025-06-01 08:00:00,1795054,1776629,2025-06-02 07:00:00,2025-06-02 08:00:00,1077314,990664,2025-06-03 07:00:00,2025-06-03 08:00:00,1758997,1719068,2025-06-04 07:00:00,2025-06-04 08:00:00,2244937,1709856,2025-06-07 07:00:00,2025-06-07 08:00:00,1710976.0,1153396.0,2025-06-10 07:00:00,2025-06-10 08:00:00,3615254,3655149,2025-05-21 07:00:00,2025-05-21 08:00:00,1300262,1000767,2025-05-27 07:00:00,2025-05-27 08:00:00,5917900,5979904
2025-05-22 08:00:00,2025-05-22 09:00:00,3570373,3291120,2025-05-24 08:00:00,2025-05-24 09:00:00,2818558,3309883,2025-05-23 08:00:00,2025-05-23 09:00:00,3322347,3131282,2025-05-25 08:00:00,2025-05-25 09:00:00,5198920,4852709,2025-05-26 08:00:00,2025-05-26 09:00:00,1999367,2289858,2025-06-15 08:00:00,2025-06-15 09:00:00,1006519,1591675,2025-05-29 08:00:00,2025-05-29 09:00:00,343880.0,386092.0,2025-06-01 08:00:00,2025-06-01 09:00:00,2234356,2213614,2025-06-02 08:00:00,2025-06-02 09:00:00,1170520,1315215,2025-06-03 08:00:00,2025-06-03 09:00:00,1742500,1857736,2025-06-04 08:00:00,2025-06-04 09:00:00,2641085,2079111,2025-06-07 08:00:00,2025-06-07 09:00:00,1737957.0,1549294.0,2025-06-10 08:00:00,2025-06-10 09:00:00,4239998,4233801,2025-05-21 08:00:00,2025-05-21 09:00:00,1746852,1456241,2025-05-27 08:00:00,2025-05-27 09:00:00,5969846,6098530
2025-05-22 09:00:00,2025-05-22 10:00:00,4093169,4372519,2025-05-24 09:00:00,2025-05-24 10:00:00,2941350,3935186,2025-05-23 09:00:00,2025-05-23 10:00:00,3803140,3607179,2025-05-25 09:00:00,2025-05-25 10:00:00,5618993,5052723,2025-05-26 09:00:00,2025-05-26 10:00:00,2755993,3493948,2025-06-15 09:00:00,2025-06-15 10:00:00,1212846,2126037,2025-05-29 09:00:00,2025-05-29 10:00:00,616130.0,663662.0,2025-06-01 09:00:00,2025-06-01 10:00:00,2302273,2461687,2025-06-02 09:00:00,2025-06-02 10:00:00,1426258,1624991,2025-06-03 09:00:00,2025-06-03 10:00:00,2042109,2748107,2025-06-04 09:00:00,2025-06-04 10:00:00,2912370,2466487,2025-06-07 09:00:00,2025-06-07 10:00:00,1940741.0,1863058.0,2025-06-10 09:00:00,2025-06-10 10:00:00,4617357,4830210,2025-05-21 09:00:00,2025-05-21 10:00:00,2049818,2256532,2025-05-27 09:00:00,2025-05-27 10:00:00,5983631,6082594
2025-05-22 10:00:00,2025-05-22 11:00:00,4500161,4581137,2025-05-24 10:00:00,2025-05-24 11:00:00,3118524,4343794,2025-05-23 10:00:00,2025-05-23 11:00:00,3862146,4172547,2025-05-25 10:00:00,2025-05-25 11:00:00,5930575,5086445,2025-05-26 10:00:00,2025-05-26 11:00:00,3248996,3915036,2025-06-15 10:00:00,2025-06-15 11:00:00,1388592,2161393,2025-05-29 10:00:00,2025-05-29 11:00:00,1066540.0,1344982.0,2025-06-01 10:00:00,2025-06-01 11:00:00,2269971,2956996,2025-06-02 10:00:00,2025-06-02 11:00:00,1690057,1854151,2025-06-03 10:00:00,2025-06-03 11:00:00,2779045,4167883,2025-06-04 10:00:00,2025-06-04 11:00:00,3206960,3034319,2025-06-07 10:00:00,2025-06-07 11:00:00,2178327.0,2069991.0,2025-06-10 10:00:00,2025-06-10 11:00:00,5103213,5021701,2025-05-21 10:00:00,2025-05-21 11:00:00,2213573,2772796,2025-05-27 10:00:00,2025-05-27 11:00:00,6045526,5989431
2025-05-22 11:00:00,2025-05-22 12:00:00,4800745,4925564,2025-05-24 11:00:00,2025-05-24 12:00:00,3099597,4499019,2025-05-23 11:00:00,2025-05-23 12:00:00,3958832,3883182,2025-05-25 11:00:00,2025-05-25 12:00:00,6073847,5396702,2025-05-26 11:00:00,2025-05-26 12:00:00,3551109,4241394,2025-06-15 11:00:00,2025-06-15 12:00:00,1565580,2013365,2025-05-29 11:00:00,2025-05-29 12:00:00,1633773.0,2382258.0,2025-06-01 11:00:00,2025-06-01 12:00:00,2164392,3477824,2025-06-02 11:00:00,2025-06-02 12:00:00,2008927,2101477,2025-06-03 11:00:00,2025-06-03 12:00:00,4215293,5358312,2025-06-04 11:00:00,2025-06-04 12:00:00,3690301,3581550,2025-06-07 11:00:00,2025-06-07 12:00:00,2714215.0,2502802.0,2025-06-10 11:00:00,2025-06-10 12:00:00,5893958,5022239,2025-05-21 11:00:00,2025-05-21 12:00:00,2332339,2883336,2025-05-27 11:00:00,2025-05-27 12:00:00,6151764,5713638
2025-05-22 12:00:00,2025-05-22 13:00:00,4977144,5315931,2025-05-24 12:00:00,2025-05-24 13:00:00,3209841,4498875,2025-05-23 12:00:00,2025-05-23 13:00:00,3988372,4061742,2025-05-25 12:00:00,2025-05-25 13:00:00,6066562,5763021,2025-05-26 12:00:00,2025-05-26 13:00:00,3961800,4818801,2025-06-15 12:00:00,2025-06-15 13:00:00,1859213,2466890,2025-05-29 12:00:00,2025-05-29 13:00:00,2278054.0,3543946.0,2025-06-01 12:00:00,2025-06-01 13:00:00,2313484,3817461,2025-06-02 12:00:00,2025-06-02 13:00:00,2209182,2779986,2025-06-03 12:00:00,2025-06-03 13:00:00,5659773,6094072,2025-06-04 12:00:00,2025-06-04 13:00:00,3921383,3915555,2025-06-07 12:00:00,2025-06-07 13:00:00,3248866.0,3038431.0,2025-06-10 12:00:00,2025-06-10 13:00:00,6118515,5309815,2025-05-21 12:00:00,2025-05-21 13:00:00,2419723,3213891,2025-05-27 12:00:00,2025-05-27 13:00:00,6180713,5575191
2025-05-22 13:00:00,2025-05-22 14:00:00,5089010,5616856,2025-05-24 13:00:00,2025-05-24 14:00:00,3608570,4745885,2025-05-23 13:00:00,2025-05-23 14:00:00,4331957,4802021,2025-05-25 13:00:00,2025-05-25 14:00:00,6098736,6097373,2025-05-26 13:00:00,2025-05-26 14:00:00,4340115,5499844,2025-06-15 13:00:00,2025-06-15 14:00:00,2035004,3217324,2025-05-29 13:00:00,2025-05-29 14:00:00,3041218.0,4228563.0,2025-06-01 13:00:00,2025-06-01 14:00:00,2856768,3765060,2025-06-02 13:00:00,2025-06-02 14:00:00,2591196,3484402,2025-06-03 13:00:00,2025-06-03 14:00:00,5989495,6362231,2025-06-04 13:00:00,2025-06-04 14:00:00,4084347,3907544,2025-06-07 13:00:00,2025-06-07 14:00:00,3647381.0,3254159.0,2025-06-10 13:00:00,2025-06-10 14:00:00,5964777,5305561,2025-05-21 13:00:00,2025-05-21 14:00:00,2571902,3582958,2025-05-27 13:00:00,2025-05-27 14:00:00,5837018,5606234
2025-05-22 14:00:00,2025-05-22 15:00:00,5160277,5634898,2025-05-24 14:00:00,2025-05-24 15:00:00,3845405,4912532,2025-05-23 14:00:00,2025-05-23 15:00:00,4632646,4710849,2025-05-25 14:00:00,2025-05-25 15:00:00,6091435,6329920,2025-05-26 14:00:00,2025-05-26 15:00:00,4525906,5773618,2025-06-15 14:00:00,2025-06-15 15:00:00,2171044,3634734,2025-05-29 14:00:00,2025-05-29 15:00:00,3599060.0,4753465.0,2025-06-01 14:00:00,2025-06-01 15:00:00,3529396,3878724,2025-06-02 14:00:00,2025-06-02 15:00:00,2995293,3718092,2025-06-03 14:00:00,2025-06-03 15:00:00,6003560,6320919,2025-06-04 14:00:00,2025-06-04 15:00:00,4202686,3964716,2025-06-07 14:00:00,2025-06-07 15:00:00,3905893.0,3204775.0,2025-06-10 14:00:00,2025-06-10 15:00:00,5904880,5558294,2025-05-21 14:00:00,2025-05-21 15:00:00,2751525,3856349,2025-05-27 14:00:00,2025-05-27 15:00:00,5278752,5544029
2025-05-22 15:00:00,2025-05-22 16:00:00,5273689,5748323,2025-05-24 15:00:00,2025-05-24 16:00:00,4111873,4939382,2025-05-23 15:00:00,2025-05-23 16:00:00,4873814,5464547,2025-05-25 15:00:00,2025-05-25 16:00:00,5863674,6130393,2025-05-26 15:00:00,2025-05-26 16:00:00,4777942,5903920,2025-06-15 15:00:00,2025-06-15 16:00:00,2393296,3808046,2025-05-29 15:00:00,2025-05-29 16:00:00,4118102.0,4884348.0,2025-06-01 15:00:00,2025-06-01 16:00:00,4116076,4583301,2025-06-02 15:00:00,2025-06-02 16:00:00,3060014,3886787,2025-06-03 15:00:00,2025-06-03 16:00:00,5897819,6275806,2025-06-04 15:00:00,2025-06-04 16:00:00,4382906,4232616,2025-06-07 15:00:00,2025-06-07 16:00:00,4249549.0,3470705.0,2025-06-10 15:00:00,2025-06-10 16:00:00,6008795,5953153,2025-05-21 15:00:00,2025-05-21 16:00:00,2964249,4050544,2025-05-27 15:00:00,2025-05-27 16:00:00,4874201,5997551
2025-05-22 16:00:00,2025-05-22 17:00:00,5373478,5613132,2025-05-24 16:00:00,2025-05-24 17:00:00,4284319,5046664,2025-05-23 16:00:00,2025-05-23 17:00:00,5051806,5479406,2025-05-25 16:00:00,2025-05-25 17:00:00,5477647,5812948,2025-05-26 16:00:00,2025-05-26 17:00:00,4998861,5855546,2025-06-15 16:00:00,2025-06-15 17:00:00,2454457,3729966,2025-05-29 16:00:00,2025-05-29 17:00:00,4183272.0,4806105.0,2025-06-01 16:00:00,2025-06-01 17:00:00,4496504,5037225,2025-06-02 16:00:00,2025-06-02 17:00:00,2807525,3735159,2025-06-03 16:00:00,2025-06-03 17:00:00,5541837,6096672,2025-06-04 16:00:00,2025-06-04 17:00:00,4310374,4293643,2025-06-07 16:00:00,2025-06-07 17:00:00,4486153.0,3083564.0,2025-06-10 16:00:00,2025-06-10 17:00:00,6016448,6186430,2025-05-21 16:00:00,2025-05-21 17:00:00,3276148,4310952,2025-05-27 16:00:00,2025-05-27 17:00:00,4600865,5555729
2025-05-22 17:00:00,2025-05-22 18:00:00,5364192,5640564,2025-05-24 17:00:00,2025-05-24 18:00:00,3919651,4596867,2025-05-23 17:00:00,2025-05-23 18:00:00,5013677,5401900,2025-05-25 17:00:00,2025-05-25 18:00:00,4770629,5433622,2025-05-26 17:00:00,2025-05-26 18:00:00,4913583,5930213,2025-06-15 17:00:00,2025-06-15 18:00:00,2323235,3691877,2025-05-29 17:00:00,2025-05-29 18:00:00,4081246.0,4874092.0,2025-06-01 17:00:00,2025-06-01 18:00:00,4663611,5347701,2025-06-02 17:00:00,2025-06-02 18:00:00,2291039,3091426,2025-06-03 17:00:00,2025-06-03 18:00:00,4757499,5753529,2025-06-04 17:00:00,2025-06-04 18:00:00,4239667,4132621,2025-06-07 17:00:00,2025-06-07 18:00:00,4274958.0,3394471.0,2025-06-10 17:00:00,2025-06-10 18:00:00,5829972,6168543,2025-05-21 17:00:00,2025-05-21 18:00:00,3623072,4594942,2025-05-27 17:00:00,2025-05-27 18:00:00,4497881,4845393
2025-05-22 18:00:00,2025-05-22 19:00:00,5186881,5524074,2025-05-24 18:00:00,2025-05-24 19:00:00,3556588,3992280,2025-05-23 18:00:00,2025-05-23 19:00:00,4659582,4875293,2025-05-25 18:00:00,2025-05-25 19:00:00,4087275,3865892,2025-05-26 18:00:00,2025-05-26 19:00:00,4460144,5759162,2025-06-15 18:00:00,2025-06-15 19:00:00,2134091,3769520,2025-05-29 18:00:00,2025-05-29 19:00:00,4007724.0,4823036.0,2025-06-01 18:00:00,2025-06-01 19:00:00,4528204,5353007,2025-06-02 18:00:00,2025-06-02 19:00:00,1672114,2405711,2025-06-03 18:00:00,2025-06-03 19:00:00,4023735,4547737,2025-06-04 18:00:00,2025-06-04 19:00:00,4061788,3987838,2025-06-07 18:00:00,2025-06-07 19:00:00,3524813.0,3890930.0,2025-06-10 18:00:00,2025-06-10 19:00:00,5342721,5707829,2025-05-21 18:00:00,2025-05-21 19:00:00,3823400,4737427,2025-05-27 18:00:00,2025-05-27 19:00:00,4079061,3963826
2025-05-22 19:00:00,2025-05-22 20:00:00,4790632,4917365,2025-05-24 19:00:00,2025-05-24 20:00:00,3219767,3141350,2025-05-23 19:00:00,2025-05-23 20:00:00,3963372,4257488,2025-05-25 19:00:00,2025-05-25 20:00:00,3031891,2090458,2025-05-26 19:00:00,2025-05-26 20:00:00,3507649,5268369,2025-06-15 19:00:00,2025-06-15 20:00:00,1615011,3192034,2025-05-29 19:00:00,2025-05-29 20:00:00,4066829.0,4561009.0,2025-06-01 19:00:00,2025-06-01 20:00:00,3714004,4894966,2025-06-02 19:00:00,2025-06-02 20:00:00,1044394,1428796,2025-06-03 19:00:00,2025-06-03 20:00:00,3408352,3973143,2025-06-04 19:00:00,2025-06-04 20:00:00,3260206,3410975,2025-06-07 19:00:00,2025-06-07 20:00:00,2674271.0,3534544.0,2025-06-10 19:00:00,2025-06-10 20:00:00,4422001,4847662,2025-05-21 19:00:00,2025-05-21 20:00:00,3814429,4580692,2025-05-27 19:00:00,2025-05-27 20:00:00,4116447,3625261
2025-05-22 20:00:00,2025-05-22 21:00:00,4117761,4281622,2025-05-24 20:00:00,2025-05-24 21:00:00,2934402,2946515,2025-05-23 20:00:00,2025-05-23 21:00:00,2743893,2740121,2025-05-25 20:00:00,2025-05-25 21:00:00,1788564,1334232,2025-05-26 20:00:00,2025-05-26 21:00:00,2624356,4569364,2025-06-15 20:00:00,2025-06-15 21:00:00,1050210,2228650,2025-05-29 20:00:00,2025-05-29 21:00:00,4146261.0,4526465.0,2025-06-01 20:00:00,2025-06-01 21:00:00,2391942,3633138,2025-06-02 20:00:00,2025-06-02 21:00:00,438551,604134,2025-06-03 20:00:00,2025-06-03 21:00:00,3181987,3515368,2025-06-04 20:00:00,2025-06-04 21:00:00,2018080,2771094,2025-06-07 20:00:00,2025-06-07 21:00:00,1653537.0,2389813.0,2025-06-10 20:00:00,2025-06-10 21:00:00,3224674,3879045,2025-05-21 20:00:00,2025-05-21 21:00:00,3486424,3868287,2025-05-27 20:00:00,2025-05-27 21:00:00,4660663,4090695
2025-05-22 21:00:00,2025-05-22 22:00:00,3106516,2802175,2025-05-24 21:00:00,2025-05-24 22:00:00,2905224,2831034,2025-05-23 21:00:00,2025-05-23 22:00:00,1380906,1158267,2025-05-25 21:00:00,2025-05-25 22:00:00,936466,1118150,2025-05-26 21:00:00,2025-05-26 22:00:00,2440092,3794316,2025-06-15 21:00:00,2025-06-15 22:00:00,628992,1117100,2025-05-29 21:00:00,2025-05-29 22:00:00,4165524.0,4283176.0,2025-06-01 21:00:00,2025-06-01 22:00:00,1530483,2140377,2025-06-02 21:00:00,2025-06-02 22:00:00,66343,122868,2025-06-03 21:00:00,2025-06-03 22:00:00,2997362,3347515,2025-06-04 21:00:00,2025-06-04 22:00:00,1138026,1795900,2025-06-07 21:00:00,2025-06-07 22:00:00,832775.0,1172231.0,2025-06-10 21:00:00,2025-06-10 22:00:00,2360927,2472275,2025-05-21 21:00:00,2025-05-21 22:00:00,2705564,2839120,2025-05-27 21:00:00,2025-05-27 22:00:00,5538833,4338273
2025-05-22 22:00:00,2025-05-22 23:00:00,2353560,1887521,2025-05-24 22:00:00,2025-05-24 23:00:00,3210437,2847377,2025-05-23 22:00:00,2025-05-23 23:00:00,596907,426066,2025-05-25 22:00:00,2025-05-25 23:00:00,595209,997360,2025-05-26 22:00:00,2025-05-26 23:00:00,2688407,3691674,2025-06-15 22:00:00,2025-06-15 23:00:00,393869,367925,2025-05-29 22:00:00,2025-05-29 23:00:00,4026820.0,4304370.0,2025-06-01 22:00:00,2025-06-01 23:00:00,1282661,1385056,2025-06-02 22:00:00,2025-06-02 23:00:00,0,0,2025-06-03 22:00:00,2025-06-03 23:00:00,2900178,2979554,2025-06-04 22:00:00,2025-06-04 23:00:00,819099,1134808,2025-06-07 22:00:00,2025-06-07 23:00:00,513810.0,692775.0,2025-06-10 22:00:00,2025-06-10 23:00:00,1717904,1270197,2025-05-21 22:00:00,2025-05-21 23:00:00,1984691,1801041,2025-05-27 22:00:00,2025-05-27 23:00:00,6136430,4494173
2025-05-22 23:00:00,2025-05-23 00:00:00,2067493,1677667,2025-05-24 23:00:00,2025-05-25 00:00:00,3461197,3083747,2025-05-23 23:00:00,2025-05-24 00:00:00,474012,370861,2025-05-25 23:00:00,2025-05-26 00:00:00,673407,969012,2025-05-26 23:00:00,2025-05-27 00:00:00,3132932,3802984,2025-06-15 23:00:00,2025-06-16 00:00:00,265991,187858,2025-05-29 23:00:00,2025-05-30 00:00:00,3885373.0,4324980.0,2025-06-01 23:00:00,2025-06-02 00:00:00,1333479,1361518,2025-06-02 23:00:00,2025-06-03 00:00:00,7071,0,2025-06-03 23:00:00,2025-06-04 00:00:00,2965446,2659143,2025-06-04 23:00:00,2025-06-05 00:00:00,928193,955964,2025-06-07 23:00:00,2025-06-08 00:00:00,551501.0,669481.0,2025-06-10 23:00:00,2025-06-11 00:00:00,1264825,815292,2025-05-21 23:00:00,2025-05-22 00:00:00,1542747,1272364,2025-05-27 23:00:00,2025-05-28 00:00:00,6431675,4852997
2025-05-23 00:00:00,2025-05-23 01:00:00,1908168,1813490,2025-05-25 00:00:00,2025-05-25 01:00:00,3616196,3320776,2025-05-24 00:00:00,2025-05-24 01:00:00,730833,483595,2025-05-26 00:00:00,2025-05-26 01:00:00,819080,798357,2025-05-27 00:00:00,2025-05-27 01:00:00,3621540,3849398,2025-06-16 00:00:00,2025-06-16 01:00:00,247348,162599,2025-05-30 00:00:00,2025-05-30 01:00:00,3721763.0,4387118.0,2025-06-02 00:00:00,2025-06-02 01:00:00,1411272,1422115,2025-06-03 00:00:00,2025-06-03 01:00:00,74540,45611,2025-06-04 00:00:00,2025-06-04 01:00:00,2980343,2430214,2025-06-05 00:00:00,2025-06-05 01:00:00,1095495,1288359,2025-06-08 00:00:00,2025-06-08 01:00:00,739918.0,781903.0,2025-06-11 00:00:00,2025-06-11 01:00:00,871359,620676,2025-05-22 00:00:00,2025-05-22 01:00:00,1317627,1130390,2025-05-28 00:00:00,2025-05-28 01:00:00,6433716,5375672
2025-05-23 01:00:00,2025-05-23 02:00:00,1886068,1584818,2025-05-25 01:00:00,2025-05-25 02:00:00,3852581,3578248,2025-05-24 01:00:00,2025-05-24 02:00:00,958164,563465,2025-05-26 01:00:00,2025-05-26 02:00:00,954200,833081,2025-05-27 01:00:00,2025-05-27 02:00:00,4068447,4038781,2025-06-16 01:00:00,2025-06-16 02:00:00,238781,190388,2025-05-30 01:00:00,2025-05-30 02:00:00,3539026.0,4258340.0,2025-06-02 01:00:00,2025-06-02 02:00:00,1434692,1329975,2025-06-03 01:00:00,2025-06-03 02:00:00,206238,159655,2025-06-04 01:00:00,2025-06-04 02:00:00,2867709,2239564,2025-06-05 01:00:00,2025-06-05 02:00:00,1250044,1388526,2025-06-08 01:00:00,2025-06-08 02:00:00,875056.0,1474639.0,2025-06-11 01:00:00,2025-06-11 02:00:00,574689,470444,2025-05-22 01:00:00,2025-05-22 02:00:00,1378750,1146137,2025-05-28 01:00:00,2025-05-28 02:00:00,6348982,5746122
