start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual,start_datetime,end_datetime,WindShore_Forecast,WindShore_actual
2025-05-28 14:00:00,2025-05-28 15:00:00,322902,3538897,2025-05-30 14:00:00,2025-05-30 15:00:00,3202400,4674227,2025-05-29 14:00:00,2025-05-29 15:00:00,5160447,4753465,2025-05-31 14:00:00,2025-05-31 15:00:00,69102,286891,2025-06-01 14:00:00,2025-06-01 15:00:00,2008698,3878724,2025-06-21 14:00:00,2025-06-21 15:00:00,0,757232,2025-06-04 14:00:00,2025-06-04 15:00:00,6071892.0,3964716.0,2025-06-07 14:00:00,2025-06-07 15:00:00,5464409,3204775,2025-06-08 14:00:00,2025-06-08 15:00:00,5494326,5483942,2025-06-09 14:00:00,2025-06-09 15:00:00,3834989,3192738,2025-06-10 14:00:00,2025-06-10 15:00:00,5089256,5558294,2025-06-13 14:00:00,2025-06-13 15:00:00,499001.0,708925.0,2025-06-16 14:00:00,2025-06-16 15:00:00,2033258,1894695,2025-05-27 14:00:00,2025-05-27 15:00:00,794019,5544029,2025-06-02 14:00:00,2025-06-02 15:00:00,3205921,3718092
2025-05-28 15:00:00,2025-05-28 16:00:00,430165,3889591,2025-05-30 15:00:00,2025-05-30 16:00:00,3321566,4969158,2025-05-29 15:00:00,2025-05-29 16:00:00,4760313,4884348,2025-05-31 15:00:00,2025-05-31 16:00:00,98096,317907,2025-06-01 15:00:00,2025-06-01 16:00:00,1866004,4583301,2025-06-21 15:00:00,2025-06-21 16:00:00,0,674106,2025-06-04 15:00:00,2025-06-04 16:00:00,5760013.0,4232616.0,2025-06-07 15:00:00,2025-06-07 16:00:00,5662393,3470705,2025-06-08 15:00:00,2025-06-08 16:00:00,5329489,5665367,2025-06-09 15:00:00,2025-06-09 16:00:00,3426324,3292056,2025-06-10 15:00:00,2025-06-10 16:00:00,4812509,5953153,2025-06-13 15:00:00,2025-06-13 16:00:00,378293.0,792086.0,2025-06-16 15:00:00,2025-06-16 16:00:00,1761543,1969115,2025-05-27 15:00:00,2025-05-27 16:00:00,684704,5997551,2025-06-02 15:00:00,2025-06-02 16:00:00,2738885,3886787
2025-05-28 16:00:00,2025-05-28 17:00:00,646388,4008331,2025-05-30 16:00:00,2025-05-30 17:00:00,3367864,4577735,2025-05-29 16:00:00,2025-05-29 17:00:00,4205058,4806105,2025-05-31 16:00:00,2025-05-31 17:00:00,121616,277610,2025-06-01 16:00:00,2025-06-01 17:00:00,1674584,5037225,2025-06-21 16:00:00,2025-06-21 17:00:00,6588,544135,2025-06-04 16:00:00,2025-06-04 17:00:00,5277361.0,4293643.0,2025-06-07 16:00:00,2025-06-07 17:00:00,5834440,3083564,2025-06-08 16:00:00,2025-06-08 17:00:00,4988654,5806649,2025-06-09 16:00:00,2025-06-09 17:00:00,2827514,3072832,2025-06-10 16:00:00,2025-06-10 17:00:00,4374672,6186430,2025-06-13 16:00:00,2025-06-13 17:00:00,267574.0,1053643.0,2025-06-16 16:00:00,2025-06-16 17:00:00,1436541,1951412,2025-05-27 16:00:00,2025-05-27 17:00:00,571030,5555729,2025-06-02 16:00:00,2025-06-02 17:00:00,2159238,3735159
2025-05-28 17:00:00,2025-05-28 18:00:00,896860,3898260,2025-05-30 17:00:00,2025-05-30 18:00:00,3407937,3854332,2025-05-29 17:00:00,2025-05-29 18:00:00,3633580,4874092,2025-05-31 17:00:00,2025-05-31 18:00:00,153625,191138,2025-06-01 17:00:00,2025-06-01 18:00:00,1507137,5347701,2025-06-21 17:00:00,2025-06-21 18:00:00,70884,436973,2025-06-04 17:00:00,2025-06-04 18:00:00,4690636.0,4132621.0,2025-06-07 17:00:00,2025-06-07 18:00:00,5984845,3394471,2025-06-08 17:00:00,2025-06-08 18:00:00,4580234,5579780,2025-06-09 17:00:00,2025-06-09 18:00:00,2266871,2846492,2025-06-10 17:00:00,2025-06-10 18:00:00,3898167,6168543,2025-06-13 17:00:00,2025-06-13 18:00:00,139057.0,1045266.0,2025-06-16 17:00:00,2025-06-16 18:00:00,1152218,1784302,2025-05-27 17:00:00,2025-05-27 18:00:00,476038,4845393,2025-06-02 17:00:00,2025-06-02 18:00:00,1642703,3091426
2025-05-28 18:00:00,2025-05-28 19:00:00,1196576,3495938,2025-05-30 18:00:00,2025-05-30 19:00:00,3450236,3458403,2025-05-29 18:00:00,2025-05-29 19:00:00,3089966,4823036,2025-05-31 18:00:00,2025-05-31 19:00:00,208515,131176,2025-06-01 18:00:00,2025-06-01 19:00:00,1354940,5353007,2025-06-21 18:00:00,2025-06-21 19:00:00,140084,379561,2025-06-04 18:00:00,2025-06-04 19:00:00,4063501.0,3987838.0,2025-06-07 18:00:00,2025-06-07 19:00:00,6118070,3890930,2025-06-08 18:00:00,2025-06-08 19:00:00,4122033,5661899,2025-06-09 18:00:00,2025-06-09 19:00:00,1771645,2579227,2025-06-10 18:00:00,2025-06-10 19:00:00,3405192,5707829,2025-06-13 18:00:00,2025-06-13 19:00:00,76282.0,1031739.0,2025-06-16 18:00:00,2025-06-16 19:00:00,904729,1441040,2025-05-27 18:00:00,2025-05-27 19:00:00,392895,3963826,2025-06-02 18:00:00,2025-06-02 19:00:00,1207886,2405711
2025-05-28 19:00:00,2025-05-28 20:00:00,1538091,2525185,2025-05-30 19:00:00,2025-05-30 20:00:00,3484363,2376404,2025-05-29 19:00:00,2025-05-29 20:00:00,2591701,4561009,2025-05-31 19:00:00,2025-05-31 20:00:00,291709,111076,2025-06-01 19:00:00,2025-06-01 20:00:00,1230973,4894966,2025-06-21 19:00:00,2025-06-21 20:00:00,218110,278234,2025-06-04 19:00:00,2025-06-04 20:00:00,3426958.0,3410975.0,2025-06-07 19:00:00,2025-06-07 20:00:00,6228918,3534544,2025-06-08 19:00:00,2025-06-08 20:00:00,3641499,5537929,2025-06-09 19:00:00,2025-06-09 20:00:00,1345500,2106719,2025-06-10 19:00:00,2025-06-10 20:00:00,2914340,4847662,2025-06-13 19:00:00,2025-06-13 20:00:00,52934.0,938554.0,2025-06-16 19:00:00,2025-06-16 20:00:00,695600,998748,2025-05-27 19:00:00,2025-05-27 20:00:00,327531,3625261,2025-06-02 19:00:00,2025-06-02 20:00:00,849204,1428796
2025-05-28 20:00:00,2025-05-28 21:00:00,1897053,1515114,2025-05-30 20:00:00,2025-05-30 21:00:00,3490853,1123560,2025-05-29 20:00:00,2025-05-29 21:00:00,2150848,4526465,2025-05-31 20:00:00,2025-05-31 21:00:00,363218,75996,2025-06-01 20:00:00,2025-06-01 21:00:00,1196642,3633138,2025-06-21 20:00:00,2025-06-21 21:00:00,301357,129609,2025-06-04 20:00:00,2025-06-04 21:00:00,2965027.0,2771094.0,2025-06-07 20:00:00,2025-06-07 21:00:00,6299225,2389813,2025-06-08 20:00:00,2025-06-08 21:00:00,3137577,4445178,2025-06-09 20:00:00,2025-06-09 21:00:00,1041691,1405808,2025-06-10 20:00:00,2025-06-10 21:00:00,2459323,3879045,2025-06-13 20:00:00,2025-06-13 21:00:00,40945.0,863575.0,2025-06-16 20:00:00,2025-06-16 21:00:00,514169,482193,2025-05-27 20:00:00,2025-05-27 21:00:00,289031,4090695,2025-06-02 20:00:00,2025-06-02 21:00:00,590330,604134
2025-05-28 21:00:00,2025-05-28 22:00:00,2207191,514834,2025-05-30 21:00:00,2025-05-30 22:00:00,3297992,376161,2025-05-29 21:00:00,2025-05-29 22:00:00,1777764,4283176,2025-05-31 21:00:00,2025-05-31 22:00:00,442048,60693,2025-06-01 21:00:00,2025-06-01 22:00:00,1459946,2140377,2025-06-21 21:00:00,2025-06-21 22:00:00,291958,71299,2025-06-04 21:00:00,2025-06-04 22:00:00,3070711.0,1795900.0,2025-06-07 21:00:00,2025-06-07 22:00:00,6251422,1172231,2025-06-08 21:00:00,2025-06-08 22:00:00,2565701,2721654,2025-06-09 21:00:00,2025-06-09 22:00:00,966643,876924,2025-06-10 21:00:00,2025-06-10 22:00:00,2090612,2472275,2025-06-13 21:00:00,2025-06-13 22:00:00,22841.0,860312.0,2025-06-16 21:00:00,2025-06-16 22:00:00,343582,180496,2025-05-27 21:00:00,2025-05-27 22:00:00,206523,4338273,2025-06-02 21:00:00,2025-06-02 22:00:00,438773,122868
2025-05-28 22:00:00,2025-05-28 23:00:00,2538958,172857,2025-05-30 22:00:00,2025-05-30 23:00:00,3062525,80008,2025-05-29 22:00:00,2025-05-29 23:00:00,1435427,4304370,2025-05-31 22:00:00,2025-05-31 23:00:00,542503,62526,2025-06-01 22:00:00,2025-06-01 23:00:00,1816748,1385056,2025-06-21 22:00:00,2025-06-21 23:00:00,256319,101989,,,,,2025-06-07 22:00:00,2025-06-07 23:00:00,6169322,692775,2025-06-08 22:00:00,2025-06-08 23:00:00,2021515,1389277,2025-06-09 22:00:00,2025-06-09 23:00:00,953708,553411,2025-06-10 22:00:00,2025-06-10 23:00:00,1744880,1270197,,,,,2025-06-16 22:00:00,2025-06-16 23:00:00,185569,55725,2025-05-27 22:00:00,2025-05-27 23:00:00,153416,4494173,2025-06-02 22:00:00,2025-06-02 23:00:00,344558,0
2025-05-28 23:00:00,2025-05-29 00:00:00,2910384,132909,2025-05-30 23:00:00,2025-05-31 00:00:00,2818414,41225,2025-05-29 23:00:00,2025-05-30 00:00:00,1103429,4324980,2025-05-31 23:00:00,2025-06-01 00:00:00,661427,108562,2025-06-01 23:00:00,2025-06-02 00:00:00,2182425,1361518,2025-06-21 23:00:00,2025-06-22 00:00:00,229425,91243,,,,,2025-06-07 23:00:00,2025-06-08 00:00:00,6071571,669481,2025-06-08 23:00:00,2025-06-09 00:00:00,1547403,1115863,2025-06-09 23:00:00,2025-06-10 00:00:00,949093,728348,2025-06-10 23:00:00,2025-06-11 00:00:00,1410236,815292,,,,,2025-06-16 23:00:00,2025-06-17 00:00:00,85125,20342,2025-05-27 23:00:00,2025-05-28 00:00:00,110962,4852997,2025-06-02 23:00:00,2025-06-03 00:00:00,266899,0
