start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual
2025-05-24 16:00:00,2025-05-24 17:00:00,3729789,3111328,2025-05-25 16:00:00,2025-05-25 17:00:00,13627151,9163829,2025-05-26 16:00:00,2025-05-26 17:00:00,14664880,13182600,2025-05-27 16:00:00,2025-05-27 17:00:00,12546286,5386370,2025-05-28 16:00:00,2025-05-28 17:00:00,16276692,11957351,2025-06-17 16:00:00,2025-06-17 17:00:00,17017088,14558270,2025-05-30 16:00:00,2025-05-30 17:00:00,12851065,13524251,2025-05-31 16:00:00,2025-05-31 17:00:00,16485764,16005587,2025-06-03 16:00:00,2025-06-03 17:00:00,8457041,11876124,2025-06-04 16:00:00,2025-06-04 17:00:00,13805466,12808293,2025-06-05 16:00:00,2025-06-05 17:00:00,8450259,11244886,2025-06-06 16:00:00,2025-06-06 17:00:00,13212602,10185031,2025-06-09 16:00:00,2025-06-09 17:00:00,15642578.0,12269360.0,2025-06-12 16:00:00,2025-06-12 17:00:00,17273781,18168576,2025-05-23 16:00:00,2025-05-23 17:00:00,14557722,13522424,2025-05-29 16:00:00,2025-05-29 17:00:00,4696258,7397296
2025-05-24 17:00:00,2025-05-24 18:00:00,2784621,2123221,2025-05-25 17:00:00,2025-05-25 18:00:00,10967839,7637105,2025-05-26 17:00:00,2025-05-26 18:00:00,11539097,10727787,2025-05-27 17:00:00,2025-05-27 18:00:00,8461611,1970942,2025-05-28 17:00:00,2025-05-28 18:00:00,13207588,11892462,2025-06-17 17:00:00,2025-06-17 18:00:00,13773982,11623921,2025-05-30 17:00:00,2025-05-30 18:00:00,10714863,11423311,2025-05-31 17:00:00,2025-05-31 18:00:00,13100307,12027818,2025-06-03 17:00:00,2025-06-03 18:00:00,6994683,8030444,2025-06-04 17:00:00,2025-06-04 18:00:00,10843482,9139552,2025-06-05 17:00:00,2025-06-05 18:00:00,6408376,8533462,2025-06-06 17:00:00,2025-06-06 18:00:00,10402943,7866369,2025-06-09 17:00:00,2025-06-09 18:00:00,12777922.0,10586632.0,2025-06-12 17:00:00,2025-06-12 18:00:00,13710357,14318458,2025-05-23 17:00:00,2025-05-23 18:00:00,11593044,9740046,2025-05-29 17:00:00,2025-05-29 18:00:00,4469218,5910673
2025-05-24 18:00:00,2025-05-24 19:00:00,1798167,1610943,2025-05-25 18:00:00,2025-05-25 19:00:00,7829844,5509786,2025-05-26 18:00:00,2025-05-26 19:00:00,8062216,7483827,2025-05-27 18:00:00,2025-05-27 19:00:00,5015059,1258579,2025-05-28 18:00:00,2025-05-28 19:00:00,9511439,8762683,2025-06-17 18:00:00,2025-06-17 19:00:00,9986645,8370075,2025-05-30 18:00:00,2025-05-30 19:00:00,7929024,8398970,2025-05-31 18:00:00,2025-05-31 19:00:00,9228268,8724002,2025-06-03 18:00:00,2025-06-03 19:00:00,5066694,5466981,2025-06-04 18:00:00,2025-06-04 19:00:00,7646756,6889544,2025-06-05 18:00:00,2025-06-05 19:00:00,4365795,5649471,2025-06-06 18:00:00,2025-06-06 19:00:00,7333088,5435035,2025-06-09 18:00:00,2025-06-09 19:00:00,9312326.0,8617628.0,2025-06-12 18:00:00,2025-06-12 19:00:00,9743463,10320683,2025-05-23 18:00:00,2025-05-23 19:00:00,8164549,8377087,2025-05-29 18:00:00,2025-05-29 19:00:00,3636272,5106774
2025-05-24 19:00:00,2025-05-24 20:00:00,1112186,933749,2025-05-25 19:00:00,2025-05-25 20:00:00,4547111,3781261,2025-05-26 19:00:00,2025-05-26 20:00:00,4675676,4405068,2025-05-27 19:00:00,2025-05-27 20:00:00,2306651,728946,2025-05-28 19:00:00,2025-05-28 20:00:00,5618061,5654866,2025-06-17 19:00:00,2025-06-17 20:00:00,6165621,5478176,2025-05-30 19:00:00,2025-05-30 20:00:00,4935628,5235661,2025-05-31 19:00:00,2025-05-31 20:00:00,5031769,4258097,2025-06-03 19:00:00,2025-06-03 20:00:00,3322702,3241707,2025-06-04 19:00:00,2025-06-04 20:00:00,4514371,3492856,2025-06-05 19:00:00,2025-06-05 20:00:00,2491483,2180135,2025-06-06 19:00:00,2025-06-06 20:00:00,4541915,3202097,2025-06-09 19:00:00,2025-06-09 20:00:00,5808579.0,4776641.0,2025-06-12 19:00:00,2025-06-12 20:00:00,5921787,6230195,2025-05-23 19:00:00,2025-05-23 20:00:00,4829858,4642352,2025-05-29 19:00:00,2025-05-29 20:00:00,2612117,2921748
2025-05-24 20:00:00,2025-05-24 21:00:00,491729,451483,2025-05-25 20:00:00,2025-05-25 21:00:00,1733965,1838172,2025-05-26 20:00:00,2025-05-26 21:00:00,1809378,1168358,2025-05-27 20:00:00,2025-05-27 21:00:00,634054,423921,2025-05-28 20:00:00,2025-05-28 21:00:00,2231822,2468741,2025-06-17 20:00:00,2025-06-17 21:00:00,2802653,3138432,2025-05-30 20:00:00,2025-05-30 21:00:00,2121256,2278034,2025-05-31 20:00:00,2025-05-31 21:00:00,1778436,1715067,2025-06-03 20:00:00,2025-06-03 21:00:00,1588468,1283912,2025-06-04 20:00:00,2025-06-04 21:00:00,1885238,1494314,2025-06-05 20:00:00,2025-06-05 21:00:00,1004333,996808,2025-06-06 20:00:00,2025-06-06 21:00:00,2051586,1685274,2025-06-09 20:00:00,2025-06-09 21:00:00,2628614.0,1904003.0,2025-06-12 20:00:00,2025-06-12 21:00:00,2633217,2832899,2025-05-23 20:00:00,2025-05-23 21:00:00,1881829,2125406,2025-05-29 20:00:00,2025-05-29 21:00:00,1295660,1525158
2025-05-24 21:00:00,2025-05-24 22:00:00,57154,118860,2025-05-25 21:00:00,2025-05-25 22:00:00,171032,378660,2025-05-26 21:00:00,2025-05-26 22:00:00,183680,148924,2025-05-27 21:00:00,2025-05-27 22:00:00,35702,107605,2025-05-28 21:00:00,2025-05-28 22:00:00,252599,397709,2025-06-17 21:00:00,2025-06-17 22:00:00,535869,1037474,2025-05-30 21:00:00,2025-05-30 22:00:00,282103,406670,2025-05-31 21:00:00,2025-05-31 22:00:00,183579,226590,2025-06-03 21:00:00,2025-06-03 22:00:00,269448,249939,2025-06-04 21:00:00,2025-06-04 22:00:00,280589,343777,2025-06-05 21:00:00,2025-06-05 22:00:00,145945,152482,2025-06-06 21:00:00,2025-06-06 22:00:00,338158,445440,2025-06-09 21:00:00,2025-06-09 22:00:00,456197.0,413355.0,2025-06-12 21:00:00,2025-06-12 22:00:00,468161,616506,2025-05-23 21:00:00,2025-05-23 22:00:00,172698,329519,2025-05-29 21:00:00,2025-05-29 22:00:00,198770,362097
2025-05-24 22:00:00,2025-05-24 23:00:00,0,0,2025-05-25 22:00:00,2025-05-25 23:00:00,0,0,2025-05-26 22:00:00,2025-05-26 23:00:00,0,0,2025-05-27 22:00:00,2025-05-27 23:00:00,0,0,2025-05-28 22:00:00,2025-05-28 23:00:00,0,0,2025-06-17 22:00:00,2025-06-17 23:00:00,11858,19293,2025-05-30 22:00:00,2025-05-30 23:00:00,0,0,2025-05-31 22:00:00,2025-05-31 23:00:00,0,0,2025-06-03 22:00:00,2025-06-03 23:00:00,0,0,2025-06-04 22:00:00,2025-06-04 23:00:00,0,0,2025-06-05 22:00:00,2025-06-05 23:00:00,0,0,2025-06-06 22:00:00,2025-06-06 23:00:00,0,0,2025-06-09 22:00:00,2025-06-09 23:00:00,0.0,0.0,2025-06-12 22:00:00,2025-06-12 23:00:00,0,0,2025-05-23 22:00:00,2025-05-23 23:00:00,0,0,2025-05-29 22:00:00,2025-05-29 23:00:00,0,0
2025-05-24 23:00:00,2025-05-25 00:00:00,0,0,2025-05-25 23:00:00,2025-05-26 00:00:00,0,0,2025-05-26 23:00:00,2025-05-27 00:00:00,0,0,2025-05-27 23:00:00,2025-05-28 00:00:00,0,0,2025-05-28 23:00:00,2025-05-29 00:00:00,0,0,2025-06-17 23:00:00,2025-06-18 00:00:00,0,0,2025-05-30 23:00:00,2025-05-31 00:00:00,0,0,2025-05-31 23:00:00,2025-06-01 00:00:00,0,0,2025-06-03 23:00:00,2025-06-04 00:00:00,0,0,2025-06-04 23:00:00,2025-06-05 00:00:00,0,0,2025-06-05 23:00:00,2025-06-06 00:00:00,0,0,2025-06-06 23:00:00,2025-06-07 00:00:00,0,0,2025-06-09 23:00:00,2025-06-10 00:00:00,0.0,0.0,2025-06-12 23:00:00,2025-06-13 00:00:00,0,0,2025-05-23 23:00:00,2025-05-24 00:00:00,0,0,2025-05-29 23:00:00,2025-05-30 00:00:00,0,0
2025-05-25 00:00:00,2025-05-25 01:00:00,0,0,2025-05-26 00:00:00,2025-05-26 01:00:00,0,0,2025-05-27 00:00:00,2025-05-27 01:00:00,0,0,2025-05-28 00:00:00,2025-05-28 01:00:00,0,0,2025-05-29 00:00:00,2025-05-29 01:00:00,0,0,2025-06-18 00:00:00,2025-06-18 01:00:00,0,0,2025-05-31 00:00:00,2025-05-31 01:00:00,0,0,2025-06-01 00:00:00,2025-06-01 01:00:00,0,0,2025-06-04 00:00:00,2025-06-04 01:00:00,0,0,2025-06-05 00:00:00,2025-06-05 01:00:00,0,0,2025-06-06 00:00:00,2025-06-06 01:00:00,0,0,2025-06-07 00:00:00,2025-06-07 01:00:00,0,0,2025-06-10 00:00:00,2025-06-10 01:00:00,0.0,0.0,2025-06-13 00:00:00,2025-06-13 01:00:00,0,0,2025-05-24 00:00:00,2025-05-24 01:00:00,0,0,2025-05-30 00:00:00,2025-05-30 01:00:00,0,0
2025-05-25 01:00:00,2025-05-25 02:00:00,0,0,2025-05-26 01:00:00,2025-05-26 02:00:00,0,0,2025-05-27 01:00:00,2025-05-27 02:00:00,0,0,2025-05-28 01:00:00,2025-05-28 02:00:00,0,0,2025-05-29 01:00:00,2025-05-29 02:00:00,0,0,2025-06-18 01:00:00,2025-06-18 02:00:00,0,0,2025-05-31 01:00:00,2025-05-31 02:00:00,0,0,2025-06-01 01:00:00,2025-06-01 02:00:00,0,0,2025-06-04 01:00:00,2025-06-04 02:00:00,0,0,2025-06-05 01:00:00,2025-06-05 02:00:00,0,0,2025-06-06 01:00:00,2025-06-06 02:00:00,0,0,2025-06-07 01:00:00,2025-06-07 02:00:00,0,0,2025-06-10 01:00:00,2025-06-10 02:00:00,0.0,0.0,2025-06-13 01:00:00,2025-06-13 02:00:00,0,0,2025-05-24 01:00:00,2025-05-24 02:00:00,0,0,2025-05-30 01:00:00,2025-05-30 02:00:00,0,0
2025-05-25 02:00:00,2025-05-25 03:00:00,0,0,2025-05-26 02:00:00,2025-05-26 03:00:00,0,0,2025-05-27 02:00:00,2025-05-27 03:00:00,0,0,2025-05-28 02:00:00,2025-05-28 03:00:00,0,0,2025-05-29 02:00:00,2025-05-29 03:00:00,0,0,2025-06-18 02:00:00,2025-06-18 03:00:00,0,0,2025-05-31 02:00:00,2025-05-31 03:00:00,0,0,2025-06-01 02:00:00,2025-06-01 03:00:00,0,0,2025-06-04 02:00:00,2025-06-04 03:00:00,0,0,2025-06-05 02:00:00,2025-06-05 03:00:00,0,0,2025-06-06 02:00:00,2025-06-06 03:00:00,0,0,2025-06-07 02:00:00,2025-06-07 03:00:00,0,0,2025-06-10 02:00:00,2025-06-10 03:00:00,0.0,0.0,2025-06-13 02:00:00,2025-06-13 03:00:00,0,0,2025-05-24 02:00:00,2025-05-24 03:00:00,0,0,2025-05-30 02:00:00,2025-05-30 03:00:00,0,0
2025-05-25 03:00:00,2025-05-25 04:00:00,0,0,2025-05-26 03:00:00,2025-05-26 04:00:00,0,0,2025-05-27 03:00:00,2025-05-27 04:00:00,0,0,2025-05-28 03:00:00,2025-05-28 04:00:00,0,0,2025-05-29 03:00:00,2025-05-29 04:00:00,0,0,2025-06-18 03:00:00,2025-06-18 04:00:00,0,0,2025-05-31 03:00:00,2025-05-31 04:00:00,0,0,2025-06-01 03:00:00,2025-06-01 04:00:00,0,0,2025-06-04 03:00:00,2025-06-04 04:00:00,0,0,2025-06-05 03:00:00,2025-06-05 04:00:00,0,0,2025-06-06 03:00:00,2025-06-06 04:00:00,0,0,2025-06-07 03:00:00,2025-06-07 04:00:00,0,0,2025-06-10 03:00:00,2025-06-10 04:00:00,0.0,0.0,2025-06-13 03:00:00,2025-06-13 04:00:00,0,0,2025-05-24 03:00:00,2025-05-24 04:00:00,0,0,2025-05-30 03:00:00,2025-05-30 04:00:00,0,0
2025-05-25 04:00:00,2025-05-25 05:00:00,0,0,2025-05-26 04:00:00,2025-05-26 05:00:00,0,0,2025-05-27 04:00:00,2025-05-27 05:00:00,0,0,2025-05-28 04:00:00,2025-05-28 05:00:00,0,0,2025-05-29 04:00:00,2025-05-29 05:00:00,0,0,2025-06-18 04:00:00,2025-06-18 05:00:00,0,0,2025-05-31 04:00:00,2025-05-31 05:00:00,0,0,2025-06-01 04:00:00,2025-06-01 05:00:00,0,0,2025-06-04 04:00:00,2025-06-04 05:00:00,0,0,2025-06-05 04:00:00,2025-06-05 05:00:00,0,0,2025-06-06 04:00:00,2025-06-06 05:00:00,0,0,2025-06-07 04:00:00,2025-06-07 05:00:00,0,0,2025-06-10 04:00:00,2025-06-10 05:00:00,0.0,0.0,2025-06-13 04:00:00,2025-06-13 05:00:00,0,0,2025-05-24 04:00:00,2025-05-24 05:00:00,0,0,2025-05-30 04:00:00,2025-05-30 05:00:00,0,0
2025-05-25 05:00:00,2025-05-25 06:00:00,2818,3245,2025-05-26 05:00:00,2025-05-26 06:00:00,15463,11506,2025-05-27 05:00:00,2025-05-27 06:00:00,4372,7910,2025-05-28 05:00:00,2025-05-28 06:00:00,8612,7211,2025-05-29 05:00:00,2025-05-29 06:00:00,12472,40420,2025-06-18 05:00:00,2025-06-18 06:00:00,44865,70627,2025-05-31 05:00:00,2025-05-31 06:00:00,25663,49160,2025-06-01 05:00:00,2025-06-01 06:00:00,13597,18270,2025-06-04 05:00:00,2025-06-04 06:00:00,20780,18650,2025-06-05 05:00:00,2025-06-05 06:00:00,29052,31833,2025-06-06 05:00:00,2025-06-06 06:00:00,21522,11609,2025-06-07 05:00:00,2025-06-07 06:00:00,18889,19008,2025-06-10 05:00:00,2025-06-10 06:00:00,27402.0,16898.0,2025-06-13 05:00:00,2025-06-13 06:00:00,49558,53108,2025-05-24 05:00:00,2025-05-24 06:00:00,12789,25393,2025-05-30 05:00:00,2025-05-30 06:00:00,22619,29867
2025-05-25 06:00:00,2025-05-25 07:00:00,147055,118180,2025-05-26 06:00:00,2025-05-26 07:00:00,717714,565008,2025-05-27 06:00:00,2025-05-27 07:00:00,180269,263789,2025-05-28 06:00:00,2025-05-28 07:00:00,342478,234701,2025-05-29 06:00:00,2025-05-29 07:00:00,388986,563121,2025-06-18 06:00:00,2025-06-18 07:00:00,995478,1135488,2025-05-31 06:00:00,2025-05-31 07:00:00,845028,806897,2025-06-01 06:00:00,2025-06-01 07:00:00,418196,756228,2025-06-04 06:00:00,2025-06-04 07:00:00,559617,430210,2025-06-05 06:00:00,2025-06-05 07:00:00,726194,498049,2025-06-06 06:00:00,2025-06-06 07:00:00,584018,528339,2025-06-07 06:00:00,2025-06-07 07:00:00,440888,413924,2025-06-10 06:00:00,2025-06-10 07:00:00,675371.0,354307.0,2025-06-13 06:00:00,2025-06-13 07:00:00,1075750,969659,2025-05-24 06:00:00,2025-05-24 07:00:00,692188,716814,2025-05-30 06:00:00,2025-05-30 07:00:00,725695,730985
2025-05-25 07:00:00,2025-05-25 08:00:00,702450,500732,2025-05-26 07:00:00,2025-05-26 08:00:00,3058525,2584001,2025-05-27 07:00:00,2025-05-27 08:00:00,833115,1007882,2025-05-28 07:00:00,2025-05-28 08:00:00,1671950,1255033,2025-05-29 07:00:00,2025-05-29 08:00:00,1439691,1920101,2025-06-18 07:00:00,2025-06-18 08:00:00,3630523,3532624,2025-05-31 07:00:00,2025-05-31 08:00:00,3423124,2799298,2025-06-01 07:00:00,2025-06-01 08:00:00,1682785,2670292,2025-06-04 07:00:00,2025-06-04 08:00:00,2064086,1484563,2025-06-05 07:00:00,2025-06-05 08:00:00,2644761,1709471,2025-06-06 07:00:00,2025-06-06 08:00:00,2384237,2323185,2025-06-07 07:00:00,2025-06-07 08:00:00,1711150,1164692,2025-06-10 07:00:00,2025-06-10 08:00:00,2647144.0,1166026.0,2025-06-13 07:00:00,2025-06-13 08:00:00,3884394,3338454,2025-05-24 07:00:00,2025-05-24 08:00:00,3054625,2259193,2025-05-30 07:00:00,2025-05-30 08:00:00,2711174,2677644
2025-05-25 08:00:00,2025-05-25 09:00:00,1627298,1464141,2025-05-26 08:00:00,2025-05-26 09:00:00,6296431,5670055,2025-05-27 08:00:00,2025-05-27 09:00:00,1962834,1675541,2025-05-28 08:00:00,2025-05-28 09:00:00,4126955,2997707,2025-05-29 08:00:00,2025-05-29 09:00:00,2651193,2419802,2025-06-18 08:00:00,2025-06-18 09:00:00,7160378,6843601,2025-05-31 08:00:00,2025-05-31 09:00:00,7120155,6144003,2025-06-01 08:00:00,2025-06-01 09:00:00,3517135,5037747,2025-06-04 08:00:00,2025-06-04 09:00:00,3957111,3207200,2025-06-05 08:00:00,2025-06-05 09:00:00,5070103,4118145,2025-06-06 08:00:00,2025-06-06 09:00:00,5208908,5237868,2025-06-07 08:00:00,2025-06-07 09:00:00,3658091,2288468,2025-06-10 08:00:00,2025-06-10 09:00:00,5571190.0,2572298.0,2025-06-13 08:00:00,2025-06-13 09:00:00,7600447,7124651,2025-05-24 08:00:00,2025-05-24 09:00:00,6386785,3873008,2025-05-30 08:00:00,2025-05-30 09:00:00,4980970,5031172
2025-05-25 09:00:00,2025-05-25 10:00:00,2820417,2719111,2025-05-26 09:00:00,2025-05-26 10:00:00,9736774,10199788,2025-05-27 09:00:00,2025-05-27 10:00:00,3473646,2672594,2025-05-28 09:00:00,2025-05-28 10:00:00,7474245,4611802,2025-05-29 09:00:00,2025-05-29 10:00:00,3716099,3352944,2025-06-18 09:00:00,2025-06-18 10:00:00,11016252,10798661,2025-05-31 09:00:00,2025-05-31 10:00:00,11271308,10003433,2025-06-01 09:00:00,2025-06-01 10:00:00,5654108,7449837,2025-06-04 09:00:00,2025-06-04 10:00:00,5874605,5224214,2025-06-05 09:00:00,2025-06-05 10:00:00,7544610,6996019,2025-06-06 09:00:00,2025-06-06 10:00:00,8706711,8550491,2025-06-07 09:00:00,2025-06-07 10:00:00,6066830,3938779,2025-06-10 09:00:00,2025-06-10 10:00:00,9037568.0,3674726.0,2025-06-13 09:00:00,2025-06-13 10:00:00,11615683,11182035,2025-05-24 09:00:00,2025-05-24 10:00:00,9952009,5628236,2025-05-30 09:00:00,2025-05-30 10:00:00,6924968,7680618
2025-05-25 10:00:00,2025-05-25 11:00:00,4833630,4185219,2025-05-26 10:00:00,2025-05-26 11:00:00,12903250,12435388,2025-05-27 10:00:00,2025-05-27 11:00:00,5673931,4091604,2025-05-28 10:00:00,2025-05-28 11:00:00,10456410,6415851,2025-05-29 10:00:00,2025-05-29 11:00:00,4707994,5005671,2025-06-18 10:00:00,2025-06-18 11:00:00,14470128,14927276,2025-05-31 10:00:00,2025-05-31 11:00:00,14941356,13081305,2025-06-01 10:00:00,2025-06-01 11:00:00,8410227,9797801,2025-06-04 10:00:00,2025-06-04 11:00:00,8130823,7851061,2025-06-05 10:00:00,2025-06-05 11:00:00,10173326,9284960,2025-06-06 10:00:00,2025-06-06 11:00:00,12019513,11807804,2025-06-07 10:00:00,2025-06-07 11:00:00,8673809,5798437,2025-06-10 10:00:00,2025-06-10 11:00:00,12150468.0,4634362.0,2025-06-13 10:00:00,2025-06-13 11:00:00,15327142,14699573,2025-05-24 10:00:00,2025-05-24 11:00:00,12860923,7738103,2025-05-30 10:00:00,2025-05-30 11:00:00,8856390,9985972
2025-05-25 11:00:00,2025-05-25 12:00:00,7500005,7387908,2025-05-26 11:00:00,2025-05-26 12:00:00,15509919,13992760,2025-05-27 11:00:00,2025-05-27 12:00:00,8355741,6142708,2025-05-28 11:00:00,2025-05-28 12:00:00,12731682,9129856,2025-05-29 11:00:00,2025-05-29 12:00:00,5542019,6201848,2025-06-18 11:00:00,2025-06-18 12:00:00,17160957,18088920,2025-05-31 11:00:00,2025-05-31 12:00:00,17826270,14519176,2025-06-01 11:00:00,2025-06-01 12:00:00,11533327,10667705,2025-06-04 11:00:00,2025-06-04 12:00:00,10527477,8924056,2025-06-05 11:00:00,2025-06-05 12:00:00,12713351,9168807,2025-06-06 11:00:00,2025-06-06 12:00:00,14795894,14228139,2025-06-07 11:00:00,2025-06-07 12:00:00,11204972,8541772,2025-06-10 11:00:00,2025-06-10 12:00:00,14583001.0,4745232.0,2025-06-13 11:00:00,2025-06-13 12:00:00,18358290,17510872,2025-05-24 11:00:00,2025-05-24 12:00:00,14842106,8208294,2025-05-30 11:00:00,2025-05-30 12:00:00,10634239,13184323
2025-05-25 12:00:00,2025-05-25 13:00:00,10166385,12923838,2025-05-26 12:00:00,2025-05-26 13:00:00,17254970,15850985,2025-05-27 12:00:00,2025-05-27 13:00:00,10972966,8109028,2025-05-28 12:00:00,2025-05-28 13:00:00,14448953,10485640,2025-05-29 12:00:00,2025-05-29 13:00:00,6035702,6171269,2025-06-18 12:00:00,2025-06-18 13:00:00,18899860,19749750,2025-05-31 12:00:00,2025-05-31 13:00:00,19724352,15180430,2025-06-01 12:00:00,2025-06-01 13:00:00,14361921,12211782,2025-06-04 12:00:00,2025-06-04 13:00:00,12532161,10692201,2025-06-05 12:00:00,2025-06-05 13:00:00,14632142,7114376,2025-06-06 12:00:00,2025-06-06 13:00:00,16911509,16195033,2025-06-07 12:00:00,2025-06-07 13:00:00,13343733,9525977,2025-06-10 12:00:00,2025-06-10 13:00:00,16297245.0,5577917.0,2025-06-13 12:00:00,2025-06-13 13:00:00,20401638,19920936,2025-05-24 12:00:00,2025-05-24 13:00:00,15813044,7822919,2025-05-30 12:00:00,2025-05-30 13:00:00,11808416,15630228
2025-05-25 13:00:00,2025-05-25 14:00:00,12422272,13370252,2025-05-26 13:00:00,2025-05-26 14:00:00,18184400,16999060,2025-05-27 13:00:00,2025-05-27 14:00:00,13333408,11723935,2025-05-28 13:00:00,2025-05-28 14:00:00,15684185,12955122,2025-05-29 13:00:00,2025-05-29 14:00:00,6837908,6099722,2025-06-18 13:00:00,2025-06-18 14:00:00,19540235,20155426,2025-05-31 13:00:00,2025-05-31 14:00:00,20165588,16028820,2025-06-01 13:00:00,2025-06-01 14:00:00,16096448,12294465,2025-06-04 13:00:00,2025-06-04 14:00:00,14314648,11243361,2025-06-05 13:00:00,2025-06-05 14:00:00,14943097,6414897,2025-06-06 13:00:00,2025-06-06 14:00:00,17794218,16498529,2025-06-07 13:00:00,2025-06-07 14:00:00,14521774,9474283,2025-06-10 13:00:00,2025-06-10 14:00:00,17358616.0,5938282.0,2025-06-13 13:00:00,2025-06-13 14:00:00,21063629,20831520,2025-05-24 13:00:00,2025-05-24 14:00:00,15028229,7024207,2025-05-30 13:00:00,2025-05-30 14:00:00,13422294,17825037
2025-05-25 14:00:00,2025-05-25 15:00:00,13963092,12240433,2025-05-26 14:00:00,2025-05-26 15:00:00,18141854,16417468,2025-05-27 14:00:00,2025-05-27 15:00:00,15031982,12207188,2025-05-28 14:00:00,2025-05-28 15:00:00,16169448,12324914,2025-05-29 14:00:00,2025-05-29 15:00:00,7567087,6238853,2025-06-18 14:00:00,2025-06-18 15:00:00,19068582,19001494,2025-05-31 14:00:00,2025-05-31 15:00:00,19290796,17907531,2025-06-01 14:00:00,2025-06-01 15:00:00,16711186,12221453,2025-06-04 14:00:00,2025-06-04 15:00:00,15481222,12505670,2025-06-05 14:00:00,2025-06-05 15:00:00,14002877,8692768,2025-06-06 14:00:00,2025-06-06 15:00:00,17512702,16942543,2025-06-07 14:00:00,2025-06-07 15:00:00,14741148,11174901,2025-06-10 14:00:00,2025-06-10 15:00:00,17562450.0,7092226.0,2025-06-13 14:00:00,2025-06-13 15:00:00,20421203,21205664,2025-05-24 14:00:00,2025-05-24 15:00:00,12986706,5064362,2025-05-30 14:00:00,2025-05-30 15:00:00,14799241,17958658
2025-05-25 15:00:00,2025-05-25 16:00:00,14547541,11124631,2025-05-26 15:00:00,2025-05-26 16:00:00,17012499,16480813,2025-05-27 15:00:00,2025-05-27 16:00:00,15638457,10610663,2025-05-28 15:00:00,2025-05-28 16:00:00,15639196,13138333,2025-05-29 15:00:00,2025-05-29 16:00:00,7706844,7755318,2025-06-18 15:00:00,2025-06-18 16:00:00,17589420,18956318,2025-05-31 15:00:00,2025-05-31 16:00:00,17389523,17882787,2025-06-01 15:00:00,2025-06-01 16:00:00,16346061,11212899,2025-06-04 15:00:00,2025-06-04 16:00:00,15612036,14195722,2025-06-05 15:00:00,2025-06-05 16:00:00,12348286,11471439,2025-06-06 15:00:00,2025-06-06 16:00:00,16293853,13740988,2025-06-07 15:00:00,2025-06-07 16:00:00,14115853,11160814,2025-06-10 15:00:00,2025-06-10 16:00:00,16734348.0,8500204.0,2025-06-13 15:00:00,2025-06-13 16:00:00,18683585,19888326,2025-05-24 15:00:00,2025-05-24 16:00:00,10415814,4207278,2025-05-30 15:00:00,2025-05-30 16:00:00,15094836,16793629
2025-05-25 16:00:00,2025-05-25 17:00:00,13697463,9163829,2025-05-26 16:00:00,2025-05-26 17:00:00,14671582,13182600,2025-05-27 16:00:00,2025-05-27 17:00:00,13715766,5386370,2025-05-28 16:00:00,2025-05-28 17:00:00,13941181,11957351,2025-05-29 16:00:00,2025-05-29 17:00:00,6595958,7397296,2025-06-18 16:00:00,2025-06-18 17:00:00,15814579,16763501,2025-05-31 16:00:00,2025-05-31 17:00:00,14419821,16005587,2025-06-01 16:00:00,2025-06-01 17:00:00,14734501,11457697,2025-06-04 16:00:00,2025-06-04 17:00:00,14190299,12808293,2025-06-05 16:00:00,2025-06-05 17:00:00,8820996,11244886,2025-06-06 16:00:00,2025-06-06 17:00:00,14384867,10185031,2025-06-07 16:00:00,2025-06-07 17:00:00,12239259,9940484,2025-06-10 16:00:00,2025-06-10 17:00:00,14937994.0,9373250.0,2025-06-13 16:00:00,2025-06-13 17:00:00,15734564,16913131,2025-05-24 16:00:00,2025-05-24 17:00:00,7685195,3111328,2025-05-30 16:00:00,2025-05-30 17:00:00,14042368,13524251
