start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual,start_datetime,end_datetime,Solar_Forecast,Solar_actual
2025-05-23 15:00:00,2025-05-23 16:00:00,16049202,14306934,2025-05-24 15:00:00,2025-05-24 16:00:00,3795819,4207278,2025-05-25 15:00:00,2025-05-25 16:00:00,14886563,11124631,2025-05-26 15:00:00,2025-05-26 16:00:00,17424877,16480813,2025-05-27 15:00:00,2025-05-27 16:00:00,14405114,10610663,2025-06-16 15:00:00,2025-06-16 16:00:00,15918738,18458782,2025-05-29 15:00:00,2025-05-29 16:00:00,5961235,7755318,2025-05-30 15:00:00,2025-05-30 16:00:00,15144606,16793629,2025-06-02 15:00:00,2025-06-02 16:00:00,18619445,16110032,2025-06-03 15:00:00,2025-06-03 16:00:00,15696855,15191851,2025-06-04 15:00:00,2025-06-04 16:00:00,14458947,14195722,2025-06-05 15:00:00,2025-06-05 16:00:00,7476302,11471439,2025-06-08 15:00:00,2025-06-08 16:00:00,16715048.0,11863194.0,2025-06-11 15:00:00,2025-06-11 16:00:00,18555686,20263057,2025-05-22 15:00:00,2025-05-22 16:00:00,16511797,17744223,2025-05-28 15:00:00,2025-05-28 16:00:00,18112299,13138333
2025-05-23 16:00:00,2025-05-23 17:00:00,14030955,13522424,2025-05-24 16:00:00,2025-05-24 17:00:00,3114377,3111328,2025-05-25 16:00:00,2025-05-25 17:00:00,12625740,9163829,2025-05-26 16:00:00,2025-05-26 17:00:00,15052715,13182600,2025-05-27 16:00:00,2025-05-27 17:00:00,8171488,5386370,2025-06-16 16:00:00,2025-06-16 17:00:00,14821464,17217167,2025-05-29 16:00:00,2025-05-29 17:00:00,5704193,7397296,2025-05-30 16:00:00,2025-05-30 17:00:00,13839705,13524251,2025-06-02 16:00:00,2025-06-02 17:00:00,16233153,15137405,2025-06-03 16:00:00,2025-06-03 17:00:00,11719076,11876124,2025-06-04 16:00:00,2025-06-04 17:00:00,13604614,12808293,2025-06-05 16:00:00,2025-06-05 17:00:00,7988332,11244886,2025-06-08 16:00:00,2025-06-08 17:00:00,14678368.0,10329080.0,2025-06-11 16:00:00,2025-06-11 17:00:00,16535373,17747950,2025-05-22 16:00:00,2025-05-22 17:00:00,14653173,15088663,2025-05-28 16:00:00,2025-05-28 17:00:00,16491893,11957351
2025-05-23 17:00:00,2025-05-23 18:00:00,11442212,9740046,2025-05-24 17:00:00,2025-05-24 18:00:00,2574900,2123221,2025-05-25 17:00:00,2025-05-25 18:00:00,10078874,7637105,2025-05-26 17:00:00,2025-05-26 18:00:00,11648053,10727787,2025-05-27 17:00:00,2025-05-27 18:00:00,3267758,1970942,2025-06-16 17:00:00,2025-06-16 18:00:00,12537124,14117290,2025-05-29 17:00:00,2025-05-29 18:00:00,5056981,5910673,2025-05-30 17:00:00,2025-05-30 18:00:00,11508775,11423311,2025-06-02 17:00:00,2025-06-02 18:00:00,13214003,13237152,2025-06-03 17:00:00,2025-06-03 18:00:00,8211870,8030444,2025-06-04 17:00:00,2025-06-04 18:00:00,11795958,9139552,2025-06-05 17:00:00,2025-06-05 18:00:00,6413258,8533462,2025-06-08 17:00:00,2025-06-08 18:00:00,11856735.0,8804785.0,2025-06-11 17:00:00,2025-06-11 18:00:00,13793926,14475255,2025-05-22 17:00:00,2025-05-22 18:00:00,11740487,12415915,2025-05-28 17:00:00,2025-05-28 18:00:00,13329180,11892462
2025-05-23 18:00:00,2025-05-23 19:00:00,8277214,8377087,2025-05-24 18:00:00,2025-05-24 19:00:00,1874697,1610943,2025-05-25 18:00:00,2025-05-25 19:00:00,7884480,5509786,2025-05-26 18:00:00,2025-05-26 19:00:00,7668384,7483827,2025-05-27 18:00:00,2025-05-27 19:00:00,1393260,1258579,2025-06-16 18:00:00,2025-06-16 19:00:00,9582684,10706242,2025-05-29 18:00:00,2025-05-29 19:00:00,4185420,5106774,2025-05-30 18:00:00,2025-05-30 19:00:00,8539159,8398970,2025-06-02 18:00:00,2025-06-02 19:00:00,9841629,9187961,2025-06-03 18:00:00,2025-06-03 19:00:00,5065896,5466981,2025-06-04 18:00:00,2025-06-04 19:00:00,8907856,6889544,2025-06-05 18:00:00,2025-06-05 19:00:00,3908300,5649471,2025-06-08 18:00:00,2025-06-08 19:00:00,8568915.0,7117048.0,2025-06-11 18:00:00,2025-06-11 19:00:00,10363352,10457650,2025-05-22 18:00:00,2025-05-22 19:00:00,8330048,8268509,2025-05-28 18:00:00,2025-05-28 19:00:00,9577255,8762683
2025-05-23 19:00:00,2025-05-23 20:00:00,4878341,4642352,2025-05-24 19:00:00,2025-05-24 20:00:00,1292019,933749,2025-05-25 19:00:00,2025-05-25 20:00:00,4938668,3781261,2025-05-26 19:00:00,2025-05-26 20:00:00,3824142,4405068,2025-05-27 19:00:00,2025-05-27 20:00:00,697390,728946,2025-06-16 19:00:00,2025-06-16 20:00:00,6121149,6539378,2025-05-29 19:00:00,2025-05-29 20:00:00,3068203,2921748,2025-05-30 19:00:00,2025-05-30 20:00:00,5268283,5235661,2025-06-02 19:00:00,2025-06-02 20:00:00,6051519,6264326,2025-06-03 19:00:00,2025-06-03 20:00:00,2841434,3241707,2025-06-04 19:00:00,2025-06-04 20:00:00,5464166,3492856,2025-06-05 19:00:00,2025-06-05 20:00:00,2012849,2180135,2025-06-08 19:00:00,2025-06-08 20:00:00,5289814.0,5044448.0,2025-06-11 19:00:00,2025-06-11 20:00:00,6464528,6553826,2025-05-22 19:00:00,2025-05-22 20:00:00,4911093,4930212,2025-05-28 19:00:00,2025-05-28 20:00:00,5721566,5654866
2025-05-23 20:00:00,2025-05-23 21:00:00,1975095,2125406,2025-05-24 20:00:00,2025-05-24 21:00:00,773230,451483,2025-05-25 20:00:00,2025-05-25 21:00:00,1987279,1838172,2025-05-26 20:00:00,2025-05-26 21:00:00,1271023,1168358,2025-05-27 20:00:00,2025-05-27 21:00:00,314265,423921,2025-06-16 20:00:00,2025-06-16 21:00:00,2824510,3189390,2025-05-29 20:00:00,2025-05-29 21:00:00,1523143,1525158,2025-05-30 20:00:00,2025-05-30 21:00:00,2232677,2278034,2025-06-02 20:00:00,2025-06-02 21:00:00,2555235,2857956,2025-06-03 20:00:00,2025-06-03 21:00:00,1211677,1283912,2025-06-04 20:00:00,2025-06-04 21:00:00,2485942,1494314,2025-06-05 20:00:00,2025-06-05 21:00:00,1000634,996808,2025-06-08 20:00:00,2025-06-08 21:00:00,2359230.0,2160422.0,2025-06-11 20:00:00,2025-06-11 21:00:00,2950329,2938381,2025-05-22 20:00:00,2025-05-22 21:00:00,1898723,2195953,2025-05-28 20:00:00,2025-05-28 21:00:00,2387871,2468741
2025-05-23 21:00:00,2025-05-23 22:00:00,179665,329519,2025-05-24 21:00:00,2025-05-24 22:00:00,132867,118860,2025-05-25 21:00:00,2025-05-25 22:00:00,201778,378660,2025-05-26 21:00:00,2025-05-26 22:00:00,140376,148924,2025-05-27 21:00:00,2025-05-27 22:00:00,49694,107605,2025-06-16 21:00:00,2025-06-16 22:00:00,545721,771518,2025-05-29 21:00:00,2025-05-29 22:00:00,235930,362097,2025-05-30 21:00:00,2025-05-30 22:00:00,290117,406670,2025-06-02 21:00:00,2025-06-02 22:00:00,372282,542290,2025-06-03 21:00:00,2025-06-03 22:00:00,175308,249939,2025-06-04 21:00:00,2025-06-04 22:00:00,400776,343777,2025-06-05 21:00:00,2025-06-05 22:00:00,214764,152482,2025-06-08 21:00:00,2025-06-08 22:00:00,398233.0,459466.0,2025-06-11 21:00:00,2025-06-11 22:00:00,530374,619778,2025-05-22 21:00:00,2025-05-22 22:00:00,151304,281378,2025-05-28 21:00:00,2025-05-28 22:00:00,276337,397709
2025-05-23 22:00:00,2025-05-23 23:00:00,0,0,2025-05-24 22:00:00,2025-05-24 23:00:00,0,0,2025-05-25 22:00:00,2025-05-25 23:00:00,0,0,2025-05-26 22:00:00,2025-05-26 23:00:00,0,0,2025-05-27 22:00:00,2025-05-27 23:00:00,0,0,2025-06-16 22:00:00,2025-06-16 23:00:00,8815,1773,2025-05-29 22:00:00,2025-05-29 23:00:00,0,0,2025-05-30 22:00:00,2025-05-30 23:00:00,0,0,2025-06-02 22:00:00,2025-06-02 23:00:00,0,0,2025-06-03 22:00:00,2025-06-03 23:00:00,0,0,2025-06-04 22:00:00,2025-06-04 23:00:00,0,0,2025-06-05 22:00:00,2025-06-05 23:00:00,0,0,2025-06-08 22:00:00,2025-06-08 23:00:00,0.0,0.0,2025-06-11 22:00:00,2025-06-11 23:00:00,0,0,2025-05-22 22:00:00,2025-05-22 23:00:00,0,0,2025-05-28 22:00:00,2025-05-28 23:00:00,0,0
2025-05-23 23:00:00,2025-05-24 00:00:00,0,0,2025-05-24 23:00:00,2025-05-25 00:00:00,0,0,2025-05-25 23:00:00,2025-05-26 00:00:00,0,0,2025-05-26 23:00:00,2025-05-27 00:00:00,0,0,2025-05-27 23:00:00,2025-05-28 00:00:00,0,0,2025-06-16 23:00:00,2025-06-17 00:00:00,0,0,2025-05-29 23:00:00,2025-05-30 00:00:00,0,0,2025-05-30 23:00:00,2025-05-31 00:00:00,0,0,2025-06-02 23:00:00,2025-06-03 00:00:00,0,0,2025-06-03 23:00:00,2025-06-04 00:00:00,0,0,2025-06-04 23:00:00,2025-06-05 00:00:00,0,0,2025-06-05 23:00:00,2025-06-06 00:00:00,0,0,2025-06-08 23:00:00,2025-06-09 00:00:00,0.0,0.0,2025-06-11 23:00:00,2025-06-12 00:00:00,0,0,2025-05-22 23:00:00,2025-05-23 00:00:00,0,0,2025-05-28 23:00:00,2025-05-29 00:00:00,0,0
2025-05-24 00:00:00,2025-05-24 01:00:00,0,0,2025-05-25 00:00:00,2025-05-25 01:00:00,0,0,2025-05-26 00:00:00,2025-05-26 01:00:00,0,0,2025-05-27 00:00:00,2025-05-27 01:00:00,0,0,2025-05-28 00:00:00,2025-05-28 01:00:00,0,0,2025-06-17 00:00:00,2025-06-17 01:00:00,0,0,2025-05-30 00:00:00,2025-05-30 01:00:00,0,0,2025-05-31 00:00:00,2025-05-31 01:00:00,0,0,2025-06-03 00:00:00,2025-06-03 01:00:00,0,0,2025-06-04 00:00:00,2025-06-04 01:00:00,0,0,2025-06-05 00:00:00,2025-06-05 01:00:00,0,0,2025-06-06 00:00:00,2025-06-06 01:00:00,0,0,2025-06-09 00:00:00,2025-06-09 01:00:00,0.0,0.0,2025-06-12 00:00:00,2025-06-12 01:00:00,0,0,2025-05-23 00:00:00,2025-05-23 01:00:00,0,0,2025-05-29 00:00:00,2025-05-29 01:00:00,0,0
2025-05-24 01:00:00,2025-05-24 02:00:00,0,0,2025-05-25 01:00:00,2025-05-25 02:00:00,0,0,2025-05-26 01:00:00,2025-05-26 02:00:00,0,0,2025-05-27 01:00:00,2025-05-27 02:00:00,0,0,2025-05-28 01:00:00,2025-05-28 02:00:00,0,0,2025-06-17 01:00:00,2025-06-17 02:00:00,0,0,2025-05-30 01:00:00,2025-05-30 02:00:00,0,0,2025-05-31 01:00:00,2025-05-31 02:00:00,0,0,2025-06-03 01:00:00,2025-06-03 02:00:00,0,0,2025-06-04 01:00:00,2025-06-04 02:00:00,0,0,2025-06-05 01:00:00,2025-06-05 02:00:00,0,0,2025-06-06 01:00:00,2025-06-06 02:00:00,0,0,2025-06-09 01:00:00,2025-06-09 02:00:00,0.0,0.0,2025-06-12 01:00:00,2025-06-12 02:00:00,0,0,2025-05-23 01:00:00,2025-05-23 02:00:00,0,0,2025-05-29 01:00:00,2025-05-29 02:00:00,0,0
2025-05-24 02:00:00,2025-05-24 03:00:00,0,0,2025-05-25 02:00:00,2025-05-25 03:00:00,0,0,2025-05-26 02:00:00,2025-05-26 03:00:00,0,0,2025-05-27 02:00:00,2025-05-27 03:00:00,0,0,2025-05-28 02:00:00,2025-05-28 03:00:00,0,0,2025-06-17 02:00:00,2025-06-17 03:00:00,0,0,2025-05-30 02:00:00,2025-05-30 03:00:00,0,0,2025-05-31 02:00:00,2025-05-31 03:00:00,0,0,2025-06-03 02:00:00,2025-06-03 03:00:00,0,0,2025-06-04 02:00:00,2025-06-04 03:00:00,0,0,2025-06-05 02:00:00,2025-06-05 03:00:00,0,0,2025-06-06 02:00:00,2025-06-06 03:00:00,0,0,2025-06-09 02:00:00,2025-06-09 03:00:00,0.0,0.0,2025-06-12 02:00:00,2025-06-12 03:00:00,0,0,2025-05-23 02:00:00,2025-05-23 03:00:00,0,0,2025-05-29 02:00:00,2025-05-29 03:00:00,0,0
2025-05-24 03:00:00,2025-05-24 04:00:00,0,0,2025-05-25 03:00:00,2025-05-25 04:00:00,0,0,2025-05-26 03:00:00,2025-05-26 04:00:00,0,0,2025-05-27 03:00:00,2025-05-27 04:00:00,0,0,2025-05-28 03:00:00,2025-05-28 04:00:00,0,0,2025-06-17 03:00:00,2025-06-17 04:00:00,0,0,2025-05-30 03:00:00,2025-05-30 04:00:00,0,0,2025-05-31 03:00:00,2025-05-31 04:00:00,0,0,2025-06-03 03:00:00,2025-06-03 04:00:00,0,0,2025-06-04 03:00:00,2025-06-04 04:00:00,0,0,2025-06-05 03:00:00,2025-06-05 04:00:00,0,0,2025-06-06 03:00:00,2025-06-06 04:00:00,0,0,2025-06-09 03:00:00,2025-06-09 04:00:00,0.0,0.0,2025-06-12 03:00:00,2025-06-12 04:00:00,0,0,2025-05-23 03:00:00,2025-05-23 04:00:00,0,0,2025-05-29 03:00:00,2025-05-29 04:00:00,0,0
2025-05-24 04:00:00,2025-05-24 05:00:00,0,0,2025-05-25 04:00:00,2025-05-25 05:00:00,0,0,2025-05-26 04:00:00,2025-05-26 05:00:00,0,0,2025-05-27 04:00:00,2025-05-27 05:00:00,0,0,2025-05-28 04:00:00,2025-05-28 05:00:00,0,0,2025-06-17 04:00:00,2025-06-17 05:00:00,0,0,2025-05-30 04:00:00,2025-05-30 05:00:00,0,0,2025-05-31 04:00:00,2025-05-31 05:00:00,0,0,2025-06-03 04:00:00,2025-06-03 05:00:00,0,0,2025-06-04 04:00:00,2025-06-04 05:00:00,0,0,2025-06-05 04:00:00,2025-06-05 05:00:00,0,0,2025-06-06 04:00:00,2025-06-06 05:00:00,0,0,2025-06-09 04:00:00,2025-06-09 05:00:00,0.0,0.0,2025-06-12 04:00:00,2025-06-12 05:00:00,0,0,2025-05-23 04:00:00,2025-05-23 05:00:00,0,0,2025-05-29 04:00:00,2025-05-29 05:00:00,0,0
2025-05-24 05:00:00,2025-05-24 06:00:00,11770,25393,2025-05-25 05:00:00,2025-05-25 06:00:00,2792,3245,2025-05-26 05:00:00,2025-05-26 06:00:00,15567,11506,2025-05-27 05:00:00,2025-05-27 06:00:00,7684,7910,2025-05-28 05:00:00,2025-05-28 06:00:00,9078,7211,2025-06-17 05:00:00,2025-06-17 06:00:00,50031,56662,2025-05-30 05:00:00,2025-05-30 06:00:00,34153,29867,2025-05-31 05:00:00,2025-05-31 06:00:00,34448,49160,2025-06-03 05:00:00,2025-06-03 06:00:00,37287,57098,2025-06-04 05:00:00,2025-06-04 06:00:00,22308,18650,2025-06-05 05:00:00,2025-06-05 06:00:00,37034,31833,2025-06-06 05:00:00,2025-06-06 06:00:00,21491,11609,2025-06-09 05:00:00,2025-06-09 06:00:00,41116.0,26168.0,2025-06-12 05:00:00,2025-06-12 06:00:00,51756,57153,2025-05-23 05:00:00,2025-05-23 06:00:00,9606,8716,2025-05-29 05:00:00,2025-05-29 06:00:00,15570,40420
2025-05-24 06:00:00,2025-05-24 07:00:00,606010,716814,2025-05-25 06:00:00,2025-05-25 07:00:00,149449,118180,2025-05-26 06:00:00,2025-05-26 07:00:00,698639,565008,2025-05-27 06:00:00,2025-05-27 07:00:00,333849,263789,2025-05-28 06:00:00,2025-05-28 07:00:00,364198,234701,2025-06-17 06:00:00,2025-06-17 07:00:00,1071074,1115162,2025-05-30 06:00:00,2025-05-30 07:00:00,925249,730985,2025-05-31 06:00:00,2025-05-31 07:00:00,889086,806897,2025-06-03 06:00:00,2025-06-03 07:00:00,1060706,1143847,2025-06-04 06:00:00,2025-06-04 07:00:00,594076,430210,2025-06-05 06:00:00,2025-06-05 07:00:00,649198,498049,2025-06-06 06:00:00,2025-06-06 07:00:00,606233,528339,2025-06-09 06:00:00,2025-06-09 07:00:00,980644.0,724977.0,2025-06-12 06:00:00,2025-06-12 07:00:00,1134713,1099388,2025-05-23 06:00:00,2025-05-23 07:00:00,604249,576901,2025-05-29 06:00:00,2025-05-29 07:00:00,506326,563121
2025-05-24 07:00:00,2025-05-24 08:00:00,2614328,2259193,2025-05-25 07:00:00,2025-05-25 08:00:00,807510,500732,2025-05-26 07:00:00,2025-05-26 08:00:00,2973116,2584001,2025-05-27 07:00:00,2025-05-27 08:00:00,1368454,1007882,2025-05-28 07:00:00,2025-05-28 08:00:00,1766624,1255033,2025-06-17 07:00:00,2025-06-17 08:00:00,3877985,3814319,2025-05-30 07:00:00,2025-05-30 08:00:00,3200630,2677644,2025-05-31 07:00:00,2025-05-31 08:00:00,3110415,2799298,2025-06-03 07:00:00,2025-06-03 08:00:00,4026402,3751875,2025-06-04 07:00:00,2025-06-04 08:00:00,2282789,1484563,2025-06-05 07:00:00,2025-06-05 08:00:00,2062047,1709471,2025-06-06 07:00:00,2025-06-06 08:00:00,2509338,2323185,2025-06-09 07:00:00,2025-06-09 08:00:00,3614392.0,2719404.0,2025-06-12 07:00:00,2025-06-12 08:00:00,4100865,3820562,2025-05-23 07:00:00,2025-05-23 08:00:00,2762332,2506553,2025-05-29 07:00:00,2025-05-29 08:00:00,1910412,1920101
2025-05-24 08:00:00,2025-05-24 09:00:00,5338452,3873008,2025-05-25 08:00:00,2025-05-25 09:00:00,2130105,1464141,2025-05-26 08:00:00,2025-05-26 09:00:00,6172811,5670055,2025-05-27 08:00:00,2025-05-27 09:00:00,2709601,1675541,2025-05-28 08:00:00,2025-05-28 09:00:00,4316159,2997707,2025-06-17 08:00:00,2025-06-17 09:00:00,7656166,7548916,2025-05-30 08:00:00,2025-05-30 09:00:00,5510821,5031172,2025-05-31 08:00:00,2025-05-31 09:00:00,6007308,6144003,2025-06-03 08:00:00,2025-06-03 09:00:00,7925980,7175987,2025-06-04 08:00:00,2025-06-04 09:00:00,4656968,3207200,2025-06-05 08:00:00,2025-06-05 09:00:00,4156139,4118145,2025-06-06 08:00:00,2025-06-06 09:00:00,5522333,5237868,2025-06-09 08:00:00,2025-06-09 09:00:00,7147218.0,5845187.0,2025-06-12 08:00:00,2025-06-12 09:00:00,8009605,7700934,2025-05-23 08:00:00,2025-05-23 09:00:00,5877234,5845115,2025-05-29 08:00:00,2025-05-29 09:00:00,3545788,2419802
2025-05-24 09:00:00,2025-05-24 10:00:00,8110082,5628236,2025-05-25 09:00:00,2025-05-25 10:00:00,4056404,2719111,2025-05-26 09:00:00,2025-05-26 10:00:00,9646392,10199788,2025-05-27 09:00:00,2025-05-27 10:00:00,4075308,2672594,2025-05-28 09:00:00,2025-05-28 10:00:00,7769774,4611802,2025-06-17 09:00:00,2025-06-17 10:00:00,11820018,11996173,2025-05-30 09:00:00,2025-05-30 10:00:00,7233983,7680618,2025-05-31 09:00:00,2025-05-31 10:00:00,9756995,10003433,2025-06-03 09:00:00,2025-06-03 10:00:00,11992690,9827698,2025-06-04 09:00:00,2025-06-04 10:00:00,7343152,5224214,2025-06-05 09:00:00,2025-06-05 10:00:00,6718836,6996019,2025-06-06 09:00:00,2025-06-06 10:00:00,9254771,8550491,2025-06-09 09:00:00,2025-06-09 10:00:00,10992880.0,9290516.0,2025-06-12 09:00:00,2025-06-12 10:00:00,12211006,12015867,2025-05-23 09:00:00,2025-05-23 10:00:00,9272225,9435088,2025-05-29 09:00:00,2025-05-29 10:00:00,4970572,3352944
2025-05-24 10:00:00,2025-05-24 11:00:00,9750331,7738103,2025-05-25 10:00:00,2025-05-25 11:00:00,6837892,4185219,2025-05-26 10:00:00,2025-05-26 11:00:00,12716272,12435388,2025-05-27 10:00:00,2025-05-27 11:00:00,6270464,4091604,2025-05-28 10:00:00,2025-05-28 11:00:00,11286886,6415851,2025-06-17 10:00:00,2025-06-17 11:00:00,15683696,15844327,2025-05-30 10:00:00,2025-05-30 11:00:00,8732103,9985972,2025-05-31 10:00:00,2025-05-31 11:00:00,14036055,13081305,2025-06-03 10:00:00,2025-06-03 11:00:00,15105190,13735814,2025-06-04 10:00:00,2025-06-04 11:00:00,9854544,7851061,2025-06-05 10:00:00,2025-06-05 11:00:00,8280998,9284960,2025-06-06 10:00:00,2025-06-06 11:00:00,12380840,11807804,2025-06-09 10:00:00,2025-06-09 11:00:00,14597282.0,12220487.0,2025-06-12 10:00:00,2025-06-12 11:00:00,16114981,15985571,2025-05-23 10:00:00,2025-05-23 11:00:00,12406948,10904417,2025-05-29 10:00:00,2025-05-29 11:00:00,6011320,5005671
2025-05-24 11:00:00,2025-05-24 12:00:00,10095231,8208294,2025-05-25 11:00:00,2025-05-25 12:00:00,10202329,7387908,2025-05-26 11:00:00,2025-05-26 12:00:00,15092045,13992760,2025-05-27 11:00:00,2025-05-27 12:00:00,9130441,6142708,2025-05-28 11:00:00,2025-05-28 12:00:00,14493322,9129856,2025-06-17 11:00:00,2025-06-17 12:00:00,18849191,19237655,2025-05-30 11:00:00,2025-05-30 12:00:00,10545983,13184323,2025-05-31 11:00:00,2025-05-31 12:00:00,17815087,14519176,2025-06-03 11:00:00,2025-06-03 12:00:00,16952264,15545806,2025-06-04 11:00:00,2025-06-04 12:00:00,11939591,8924056,2025-06-05 11:00:00,2025-06-05 12:00:00,8673464,9168807,2025-06-06 11:00:00,2025-06-06 12:00:00,14559122,14228139,2025-06-09 11:00:00,2025-06-09 12:00:00,17598571.0,14236425.0,2025-06-12 11:00:00,2025-06-12 12:00:00,19328328,19391362,2025-05-23 11:00:00,2025-05-23 12:00:00,14998440,12307093,2025-05-29 11:00:00,2025-05-29 12:00:00,6598897,6201848
2025-05-24 12:00:00,2025-05-24 13:00:00,9481041,7822919,2025-05-25 12:00:00,2025-05-25 13:00:00,13478960,12923838,2025-05-26 12:00:00,2025-05-26 13:00:00,16606656,15850985,2025-05-27 12:00:00,2025-05-27 13:00:00,11839347,8109028,2025-05-28 12:00:00,2025-05-28 13:00:00,17199268,10485640,2025-06-17 12:00:00,2025-06-17 13:00:00,21026863,21424104,2025-05-30 12:00:00,2025-05-30 13:00:00,12081667,15630228,2025-05-31 12:00:00,2025-05-31 13:00:00,20226331,15180430,2025-06-03 12:00:00,2025-06-03 13:00:00,17566979,16417262,2025-06-04 12:00:00,2025-06-04 13:00:00,13457890,10692201,2025-06-05 12:00:00,2025-06-05 13:00:00,8404914,7114376,2025-06-06 12:00:00,2025-06-06 13:00:00,15968294,16195033,2025-06-09 12:00:00,2025-06-09 13:00:00,19672016.0,13897096.0,2025-06-12 12:00:00,2025-06-12 13:00:00,21507607,21700403,2025-05-23 12:00:00,2025-05-23 13:00:00,16772042,15227810,2025-05-29 12:00:00,2025-05-29 13:00:00,6653175,6171269
2025-05-24 13:00:00,2025-05-24 14:00:00,8320171,7024207,2025-05-25 13:00:00,2025-05-25 14:00:00,15280331,13370252,2025-05-26 13:00:00,2025-05-26 14:00:00,17619625,16999060,2025-05-27 13:00:00,2025-05-27 14:00:00,13979897,11723935,2025-05-28 13:00:00,2025-05-28 14:00:00,18757947,12955122,2025-06-17 13:00:00,2025-06-17 14:00:00,21793743,22266535,2025-05-30 13:00:00,2025-05-30 14:00:00,13959219,17825037,2025-05-31 13:00:00,2025-05-31 14:00:00,21215721,16028820,2025-06-03 13:00:00,2025-06-03 14:00:00,16172604,17504731,2025-06-04 13:00:00,2025-06-04 14:00:00,14930676,11243361,2025-06-05 13:00:00,2025-06-05 14:00:00,9016524,6414897,2025-06-06 13:00:00,2025-06-06 14:00:00,16655949,16498529,2025-06-09 13:00:00,2025-06-09 14:00:00,20288314.0,14386406.0,2025-06-12 13:00:00,2025-06-12 14:00:00,22312859,22816172,2025-05-23 13:00:00,2025-05-23 14:00:00,17746326,15369021,2025-05-29 13:00:00,2025-05-29 14:00:00,6355656,6099722
2025-05-24 14:00:00,2025-05-24 15:00:00,6747982,5064362,2025-05-25 14:00:00,2025-05-25 15:00:00,15769944,12240433,2025-05-26 14:00:00,2025-05-26 15:00:00,17833492,16417468,2025-05-27 14:00:00,2025-05-27 15:00:00,15295714,12207188,2025-05-28 14:00:00,2025-05-28 15:00:00,19110567,12324914,2025-06-17 14:00:00,2025-06-17 15:00:00,21217868,21264509,2025-05-30 14:00:00,2025-05-30 15:00:00,14756385,17958658,2025-05-31 14:00:00,2025-05-31 15:00:00,20776104,17907531,2025-06-03 14:00:00,2025-06-03 15:00:00,13411121,17553252,2025-06-04 14:00:00,2025-06-04 15:00:00,15888263,12505670,2025-06-05 14:00:00,2025-06-05 15:00:00,9819374,8692768,2025-06-06 14:00:00,2025-06-06 15:00:00,16488110,16942543,2025-06-09 14:00:00,2025-06-09 15:00:00,19582154.0,13207879.0,2025-06-12 14:00:00,2025-06-12 15:00:00,21775209,22563518,2025-05-23 14:00:00,2025-05-23 15:00:00,17761269,16443850,2025-05-29 14:00:00,2025-05-29 15:00:00,5733441,6238853
2025-05-24 15:00:00,2025-05-24 16:00:00,4918690,4207278,2025-05-25 15:00:00,2025-05-25 16:00:00,15363799,11124631,2025-05-26 15:00:00,2025-05-26 16:00:00,16925427,16480813,2025-05-27 15:00:00,2025-05-27 16:00:00,15525342,10610663,2025-05-28 15:00:00,2025-05-28 16:00:00,18341053,13138333,2025-06-17 15:00:00,2025-06-17 16:00:00,19522795,18069727,2025-05-30 15:00:00,2025-05-30 16:00:00,14182568,16793629,2025-05-31 15:00:00,2025-05-31 16:00:00,19105911,17882787,2025-06-03 15:00:00,2025-06-03 16:00:00,10238171,15191851,2025-06-04 15:00:00,2025-06-04 16:00:00,15762624,14195722,2025-06-05 15:00:00,2025-06-05 16:00:00,9832769,11471439,2025-06-06 15:00:00,2025-06-06 16:00:00,15362090,13740988,2025-06-09 15:00:00,2025-06-09 16:00:00,17870136.0,13176501.0,2025-06-12 15:00:00,2025-06-12 16:00:00,20060708,20561877,2025-05-23 15:00:00,2025-05-23 16:00:00,16704545,14306934,2025-05-29 15:00:00,2025-05-29 16:00:00,4861315,7755318
